news,userID,timesShared
BuzzfeedNews150,BuzzfeedUser11933,1
BuzzfeedNews101,BuzzfeedUser11934,1
BuzzfeedNews40,BuzzfeedUser11935,1
BuzzfeedNews88,BuzzfeedUser11936,1
BuzzfeedNews40,BuzzfeedUser11937,2
BuzzfeedNews150,BuzzfeedUser11938,1
BuzzfeedNews170,BuzzfeedUser11939,2
BuzzfeedNews70,BuzzfeedUser11940,1
BuzzfeedNews106,BuzzfeedUser11941,1
BuzzfeedNews103,BuzzfeedUser11942,5
BuzzfeedNews40,BuzzfeedUser11943,1
BuzzfeedNews79,BuzzfeedUser11944,1
BuzzfeedNews86,BuzzfeedUser11945,1
BuzzfeedNews52,BuzzfeedUser11946,1
BuzzfeedNews91,BuzzfeedUser11947,1
BuzzfeedNews56,BuzzfeedUser11948,1
BuzzfeedNews86,BuzzfeedUser11949,1
BuzzfeedNews26,BuzzfeedUser11950,1
BuzzfeedNews103,BuzzfeedUser11950,1
BuzzfeedNews40,BuzzfeedUser11951,1
BuzzfeedNews5,BuzzfeedUser11952,1
BuzzfeedNews86,BuzzfeedUser11953,1
BuzzfeedNews180,BuzzfeedUser11954,1
BuzzfeedNews26,BuzzfeedUser11955,1
BuzzfeedNews70,BuzzfeedUser11956,1
BuzzfeedNews37,BuzzfeedUser11957,1
BuzzfeedNews146,BuzzfeedUser11957,1
BuzzfeedNews148,BuzzfeedUser11958,1
BuzzfeedNews144,BuzzfeedUser11959,1
BuzzfeedNews56,BuzzfeedUser11960,1
BuzzfeedNews135,BuzzfeedUser11961,1
BuzzfeedNews179,BuzzfeedUser11962,1
BuzzfeedNews125,BuzzfeedUser11963,1
BuzzfeedNews179,BuzzfeedUser11964,1
BuzzfeedNews40,BuzzfeedUser11965,1
BuzzfeedNews125,BuzzfeedUser11966,1
BuzzfeedNews41,BuzzfeedUser11967,1
BuzzfeedNews121,BuzzfeedUser11967,1
BuzzfeedNews179,BuzzfeedUser11968,1
BuzzfeedNews40,BuzzfeedUser11969,1
BuzzfeedNews103,BuzzfeedUser11970,1
BuzzfeedNews86,BuzzfeedUser11971,1
BuzzfeedNews40,BuzzfeedUser11972,1
BuzzfeedNews79,BuzzfeedUser11973,1
BuzzfeedNews40,BuzzfeedUser11974,1
BuzzfeedNews40,BuzzfeedUser11975,3
BuzzfeedNews40,BuzzfeedUser11976,1
BuzzfeedNews26,BuzzfeedUser11977,1
BuzzfeedNews116,BuzzfeedUser11978,1
BuzzfeedNews70,BuzzfeedUser11979,1
BuzzfeedNews76,BuzzfeedUser11980,1
BuzzfeedNews118,BuzzfeedUser11981,2
BuzzfeedNews130,BuzzfeedUser11981,1
BuzzfeedNews151,BuzzfeedUser11981,1
BuzzfeedNews103,BuzzfeedUser11982,1
BuzzfeedNews86,BuzzfeedUser11983,1
BuzzfeedNews119,BuzzfeedUser11984,1
BuzzfeedNews61,BuzzfeedUser11985,1
BuzzfeedNews86,BuzzfeedUser11986,1
BuzzfeedNews144,BuzzfeedUser11987,1
BuzzfeedNews40,BuzzfeedUser11988,1
BuzzfeedNews40,BuzzfeedUser11989,1
BuzzfeedNews88,BuzzfeedUser11990,2
BuzzfeedNews116,BuzzfeedUser11990,2
BuzzfeedNews127,BuzzfeedUser11990,2
BuzzfeedNews81,BuzzfeedUser11991,1
BuzzfeedNews37,BuzzfeedUser11992,1
BuzzfeedNews91,BuzzfeedUser11993,1
BuzzfeedNews138,BuzzfeedUser11994,1
BuzzfeedNews7,BuzzfeedUser11995,1
BuzzfeedNews70,BuzzfeedUser11995,1
BuzzfeedNews41,BuzzfeedUser11996,1
BuzzfeedNews35,BuzzfeedUser11997,1
BuzzfeedNews108,BuzzfeedUser11998,1
BuzzfeedNews125,BuzzfeedUser11999,1
BuzzfeedNews121,BuzzfeedUser11999,1
BuzzfeedNews170,BuzzfeedUser11999,2
BuzzfeedNews40,BuzzfeedUser12000,1
BuzzfeedNews125,BuzzfeedUser12001,1
BuzzfeedNews115,BuzzfeedUser12001,1
BuzzfeedNews8,BuzzfeedUser12002,1
BuzzfeedNews14,BuzzfeedUser12002,1
BuzzfeedNews26,BuzzfeedUser12003,1
BuzzfeedNews69,BuzzfeedUser12004,1
BuzzfeedNews79,BuzzfeedUser12005,1
BuzzfeedNews79,BuzzfeedUser12006,1
BuzzfeedNews86,BuzzfeedUser12007,1
BuzzfeedNews179,BuzzfeedUser12008,1
BuzzfeedNews86,BuzzfeedUser12009,1
BuzzfeedNews26,BuzzfeedUser12010,1
BuzzfeedNews39,BuzzfeedUser12010,1
BuzzfeedNews166,BuzzfeedUser12011,1
BuzzfeedNews86,BuzzfeedUser12012,1
BuzzfeedNews91,BuzzfeedUser12012,1
BuzzfeedNews106,BuzzfeedUser12013,1
BuzzfeedNews118,BuzzfeedUser12014,1
BuzzfeedNews150,BuzzfeedUser12014,1
BuzzfeedNews26,BuzzfeedUser12015,1
BuzzfeedNews37,BuzzfeedUser12016,1
BuzzfeedNews39,BuzzfeedUser12017,1
BuzzfeedNews108,BuzzfeedUser12018,1
BuzzfeedNews135,BuzzfeedUser12018,1
BuzzfeedNews167,BuzzfeedUser12018,1
BuzzfeedNews166,BuzzfeedUser12019,1
BuzzfeedNews67,BuzzfeedUser12020,1
BuzzfeedNews53,BuzzfeedUser12020,1
BuzzfeedNews167,BuzzfeedUser12021,1
BuzzfeedNews150,BuzzfeedUser12022,1
BuzzfeedNews166,BuzzfeedUser12023,1
BuzzfeedNews26,BuzzfeedUser12024,1
BuzzfeedNews55,BuzzfeedUser12025,1
BuzzfeedNews150,BuzzfeedUser12026,1
BuzzfeedNews121,BuzzfeedUser12027,1
BuzzfeedNews26,BuzzfeedUser12028,1
BuzzfeedNews56,BuzzfeedUser12029,1
BuzzfeedNews40,BuzzfeedUser12030,1
BuzzfeedNews86,BuzzfeedUser12031,1
BuzzfeedNews135,BuzzfeedUser12032,1
BuzzfeedNews131,BuzzfeedUser12033,1
BuzzfeedNews102,BuzzfeedUser12034,1
BuzzfeedNews138,BuzzfeedUser12034,1
BuzzfeedNews135,BuzzfeedUser12035,1
BuzzfeedNews116,BuzzfeedUser12036,1
BuzzfeedNews120,BuzzfeedUser12036,1
BuzzfeedNews179,BuzzfeedUser12036,1
BuzzfeedNews41,BuzzfeedUser12037,1
BuzzfeedNews40,BuzzfeedUser12038,1
BuzzfeedNews40,BuzzfeedUser12039,1
BuzzfeedNews133,BuzzfeedUser12040,2
BuzzfeedNews135,BuzzfeedUser12041,1
BuzzfeedNews157,BuzzfeedUser12041,1
BuzzfeedNews26,BuzzfeedUser12042,1
BuzzfeedNews40,BuzzfeedUser12043,1
BuzzfeedNews61,BuzzfeedUser12044,1
BuzzfeedNews61,BuzzfeedUser12045,1
BuzzfeedNews71,BuzzfeedUser12045,1
BuzzfeedNews103,BuzzfeedUser12046,1
BuzzfeedNews125,BuzzfeedUser12046,1
BuzzfeedNews101,BuzzfeedUser12046,1
BuzzfeedNews113,BuzzfeedUser12046,2
BuzzfeedNews116,BuzzfeedUser12046,1
BuzzfeedNews119,BuzzfeedUser12046,1
BuzzfeedNews133,BuzzfeedUser12046,1
BuzzfeedNews135,BuzzfeedUser12046,1
BuzzfeedNews138,BuzzfeedUser12046,1
BuzzfeedNews140,BuzzfeedUser12046,2
BuzzfeedNews160,BuzzfeedUser12046,1
BuzzfeedNews179,BuzzfeedUser12046,1
BuzzfeedNews181,BuzzfeedUser12046,1
BuzzfeedNews86,BuzzfeedUser12047,1
BuzzfeedNews135,BuzzfeedUser12048,1
BuzzfeedNews37,BuzzfeedUser12049,1
BuzzfeedNews70,BuzzfeedUser12049,1
BuzzfeedNews150,BuzzfeedUser12050,1
BuzzfeedNews158,BuzzfeedUser12051,1
BuzzfeedNews98,BuzzfeedUser12051,1
BuzzfeedNews181,BuzzfeedUser12051,1
BuzzfeedNews14,BuzzfeedUser12052,1
BuzzfeedNews152,BuzzfeedUser12053,1
BuzzfeedNews106,BuzzfeedUser12054,1
BuzzfeedNews144,BuzzfeedUser12054,1
BuzzfeedNews91,BuzzfeedUser12055,1
BuzzfeedNews26,BuzzfeedUser12056,1
BuzzfeedNews10,BuzzfeedUser12057,1
BuzzfeedNews40,BuzzfeedUser12058,1
BuzzfeedNews37,BuzzfeedUser12059,1
BuzzfeedNews146,BuzzfeedUser12059,1
BuzzfeedNews26,BuzzfeedUser12060,1
BuzzfeedNews135,BuzzfeedUser12061,1
BuzzfeedNews166,BuzzfeedUser12061,1
BuzzfeedNews40,BuzzfeedUser12062,1
BuzzfeedNews138,BuzzfeedUser12063,1
BuzzfeedNews135,BuzzfeedUser12064,1
BuzzfeedNews135,BuzzfeedUser12065,1
BuzzfeedNews7,BuzzfeedUser12066,1
BuzzfeedNews16,BuzzfeedUser12066,1
BuzzfeedNews40,BuzzfeedUser12066,1
BuzzfeedNews79,BuzzfeedUser12067,1
BuzzfeedNews26,BuzzfeedUser12068,1
BuzzfeedNews148,BuzzfeedUser12069,1
BuzzfeedNews40,BuzzfeedUser12070,1
BuzzfeedNews125,BuzzfeedUser12071,1
BuzzfeedNews150,BuzzfeedUser12072,1
BuzzfeedNews37,BuzzfeedUser12073,1
BuzzfeedNews103,BuzzfeedUser12074,1
BuzzfeedNews135,BuzzfeedUser12075,1
BuzzfeedNews179,BuzzfeedUser12076,1
BuzzfeedNews41,BuzzfeedUser12077,1
BuzzfeedNews179,BuzzfeedUser12078,1
BuzzfeedNews41,BuzzfeedUser12079,1
BuzzfeedNews150,BuzzfeedUser12080,1
BuzzfeedNews78,BuzzfeedUser12081,1
BuzzfeedNews40,BuzzfeedUser12081,1
BuzzfeedNews136,BuzzfeedUser12081,1
BuzzfeedNews180,BuzzfeedUser12081,1
BuzzfeedNews151,BuzzfeedUser12082,1
BuzzfeedNews150,BuzzfeedUser12083,1
BuzzfeedNews135,BuzzfeedUser12084,8
BuzzfeedNews136,BuzzfeedUser12085,1
BuzzfeedNews180,BuzzfeedUser12085,1
BuzzfeedNews100,BuzzfeedUser12085,2
BuzzfeedNews86,BuzzfeedUser12086,1
BuzzfeedNews52,BuzzfeedUser12087,1
BuzzfeedNews103,BuzzfeedUser12088,1
BuzzfeedNews52,BuzzfeedUser12089,1
BuzzfeedNews70,BuzzfeedUser12090,1
BuzzfeedNews40,BuzzfeedUser12091,1
BuzzfeedNews41,BuzzfeedUser12092,1
BuzzfeedNews52,BuzzfeedUser12093,1
BuzzfeedNews40,BuzzfeedUser12094,1
BuzzfeedNews135,BuzzfeedUser12095,2
BuzzfeedNews179,BuzzfeedUser12095,2
BuzzfeedNews150,BuzzfeedUser12096,1
BuzzfeedNews26,BuzzfeedUser12097,1
BuzzfeedNews170,BuzzfeedUser12098,1
BuzzfeedNews69,BuzzfeedUser12099,1
BuzzfeedNews26,BuzzfeedUser12100,1
BuzzfeedNews61,BuzzfeedUser12101,1
BuzzfeedNews83,BuzzfeedUser12102,1
BuzzfeedNews86,BuzzfeedUser12102,1
BuzzfeedNews146,BuzzfeedUser12102,1
BuzzfeedNews108,BuzzfeedUser12103,1
BuzzfeedNews41,BuzzfeedUser12104,1
BuzzfeedNews135,BuzzfeedUser12105,1
BuzzfeedNews125,BuzzfeedUser12106,1
BuzzfeedNews167,BuzzfeedUser12106,2
BuzzfeedNews170,BuzzfeedUser12106,1
BuzzfeedNews37,BuzzfeedUser12107,1
BuzzfeedNews75,BuzzfeedUser12107,1
BuzzfeedNews40,BuzzfeedUser12108,2
BuzzfeedNews103,BuzzfeedUser12109,2
BuzzfeedNews108,BuzzfeedUser12109,2
BuzzfeedNews115,BuzzfeedUser12109,1
BuzzfeedNews135,BuzzfeedUser12109,1
BuzzfeedNews167,BuzzfeedUser12109,1
BuzzfeedNews170,BuzzfeedUser12109,3
BuzzfeedNews106,BuzzfeedUser12110,1
BuzzfeedNews119,BuzzfeedUser12110,1
BuzzfeedNews89,BuzzfeedUser12111,1
BuzzfeedNews135,BuzzfeedUser12111,1
BuzzfeedNews101,BuzzfeedUser12112,1
BuzzfeedNews133,BuzzfeedUser12112,1
BuzzfeedNews67,BuzzfeedUser12113,1
BuzzfeedNews146,BuzzfeedUser12114,1
BuzzfeedNews7,BuzzfeedUser12115,1
BuzzfeedNews121,BuzzfeedUser12116,1
BuzzfeedNews101,BuzzfeedUser12117,1
BuzzfeedNews103,BuzzfeedUser12118,1
BuzzfeedNews179,BuzzfeedUser12118,1
BuzzfeedNews56,BuzzfeedUser12119,1
BuzzfeedNews16,BuzzfeedUser12120,1
BuzzfeedNews52,BuzzfeedUser12121,1
BuzzfeedNews86,BuzzfeedUser12122,1
BuzzfeedNews8,BuzzfeedUser12123,1
BuzzfeedNews166,BuzzfeedUser12124,1
BuzzfeedNews158,BuzzfeedUser12125,1
BuzzfeedNews98,BuzzfeedUser12125,1
BuzzfeedNews32,BuzzfeedUser12126,1
BuzzfeedNews102,BuzzfeedUser12127,1
BuzzfeedNews81,BuzzfeedUser12128,1
BuzzfeedNews83,BuzzfeedUser12129,1
BuzzfeedNews67,BuzzfeedUser12130,2
BuzzfeedNews89,BuzzfeedUser12130,1
BuzzfeedNews2,BuzzfeedUser12130,1
BuzzfeedNews22,BuzzfeedUser12130,2
BuzzfeedNews79,BuzzfeedUser12130,1
BuzzfeedNews91,BuzzfeedUser12130,1
BuzzfeedNews26,BuzzfeedUser12131,1
BuzzfeedNews52,BuzzfeedUser12132,1
BuzzfeedNews133,BuzzfeedUser12133,1
BuzzfeedNews120,BuzzfeedUser12134,1
BuzzfeedNews179,BuzzfeedUser12134,1
BuzzfeedNews135,BuzzfeedUser12135,1
BuzzfeedNews158,BuzzfeedUser12136,1
BuzzfeedNews98,BuzzfeedUser12136,1
BuzzfeedNews56,BuzzfeedUser12137,1
BuzzfeedNews56,BuzzfeedUser12138,1
BuzzfeedNews40,BuzzfeedUser12139,2
BuzzfeedNews121,BuzzfeedUser12140,1
BuzzfeedNews40,BuzzfeedUser12141,1
BuzzfeedNews40,BuzzfeedUser12142,1
BuzzfeedNews81,BuzzfeedUser12143,1
BuzzfeedNews150,BuzzfeedUser12144,1
BuzzfeedNews166,BuzzfeedUser12145,1
BuzzfeedNews130,BuzzfeedUser12146,1
BuzzfeedNews16,BuzzfeedUser12147,1
BuzzfeedNews40,BuzzfeedUser12147,1
BuzzfeedNews53,BuzzfeedUser12147,1
BuzzfeedNews61,BuzzfeedUser12147,1
BuzzfeedNews63,BuzzfeedUser12147,1
BuzzfeedNews71,BuzzfeedUser12147,1
BuzzfeedNews121,BuzzfeedUser12148,1
BuzzfeedNews150,BuzzfeedUser12149,1
BuzzfeedNews179,BuzzfeedUser12150,1
BuzzfeedNews26,BuzzfeedUser12151,1
BuzzfeedNews150,BuzzfeedUser12152,1
BuzzfeedNews118,BuzzfeedUser12153,2
BuzzfeedNews86,BuzzfeedUser12154,1
BuzzfeedNews179,BuzzfeedUser12155,1
BuzzfeedNews151,BuzzfeedUser12156,1
BuzzfeedNews79,BuzzfeedUser12157,1
BuzzfeedNews118,BuzzfeedUser12158,1
BuzzfeedNews61,BuzzfeedUser12159,1
BuzzfeedNews146,BuzzfeedUser12160,1
BuzzfeedNews150,BuzzfeedUser12160,1
BuzzfeedNews65,BuzzfeedUser12161,1
BuzzfeedNews97,BuzzfeedUser12161,2
BuzzfeedNews131,BuzzfeedUser12162,1
BuzzfeedNews135,BuzzfeedUser12162,1
BuzzfeedNews89,BuzzfeedUser12163,1
BuzzfeedNews37,BuzzfeedUser12163,3
BuzzfeedNews70,BuzzfeedUser12163,1
BuzzfeedNews83,BuzzfeedUser12163,1
BuzzfeedNews150,BuzzfeedUser12164,1
BuzzfeedNews40,BuzzfeedUser12165,1
BuzzfeedNews25,BuzzfeedUser12166,1
BuzzfeedNews88,BuzzfeedUser12166,1
BuzzfeedNews158,BuzzfeedUser12167,1
BuzzfeedNews180,BuzzfeedUser12167,1
BuzzfeedNews98,BuzzfeedUser12167,1
BuzzfeedNews56,BuzzfeedUser12168,1
BuzzfeedNews121,BuzzfeedUser12169,1
BuzzfeedNews101,BuzzfeedUser12170,1
BuzzfeedNews112,BuzzfeedUser12170,1
BuzzfeedNews150,BuzzfeedUser12171,1
BuzzfeedNews146,BuzzfeedUser12172,1
BuzzfeedNews121,BuzzfeedUser12173,1
BuzzfeedNews166,BuzzfeedUser12174,1
BuzzfeedNews166,BuzzfeedUser12175,1
BuzzfeedNews139,BuzzfeedUser12176,1
BuzzfeedNews135,BuzzfeedUser12177,1
BuzzfeedNews26,BuzzfeedUser12178,1
BuzzfeedNews179,BuzzfeedUser12179,1
BuzzfeedNews86,BuzzfeedUser12180,1
BuzzfeedNews179,BuzzfeedUser12181,2
BuzzfeedNews170,BuzzfeedUser12182,1
BuzzfeedNews8,BuzzfeedUser12183,1
BuzzfeedNews70,BuzzfeedUser12184,1
BuzzfeedNews181,BuzzfeedUser12185,1
BuzzfeedNews125,BuzzfeedUser12186,1
BuzzfeedNews131,BuzzfeedUser12186,1
BuzzfeedNews154,BuzzfeedUser12187,1
BuzzfeedNews172,BuzzfeedUser12188,1
BuzzfeedNews108,BuzzfeedUser12189,1
BuzzfeedNews143,BuzzfeedUser12189,1
BuzzfeedNews170,BuzzfeedUser12189,1
BuzzfeedNews135,BuzzfeedUser12190,1
BuzzfeedNews26,BuzzfeedUser12191,1
BuzzfeedNews37,BuzzfeedUser12192,1
BuzzfeedNews103,BuzzfeedUser12193,1
BuzzfeedNews118,BuzzfeedUser12194,1
BuzzfeedNews26,BuzzfeedUser12195,1
BuzzfeedNews26,BuzzfeedUser12196,1
BuzzfeedNews56,BuzzfeedUser12197,1
BuzzfeedNews91,BuzzfeedUser12198,1
BuzzfeedNews135,BuzzfeedUser12199,1
BuzzfeedNews56,BuzzfeedUser12200,1
BuzzfeedNews16,BuzzfeedUser12200,1
BuzzfeedNews37,BuzzfeedUser12200,1
BuzzfeedNews128,BuzzfeedUser12201,1
BuzzfeedNews56,BuzzfeedUser12202,1
BuzzfeedNews41,BuzzfeedUser12202,1
BuzzfeedNews61,BuzzfeedUser12203,1
BuzzfeedNews2,BuzzfeedUser12204,1
BuzzfeedNews14,BuzzfeedUser12204,1
BuzzfeedNews79,BuzzfeedUser12205,2
BuzzfeedNews180,BuzzfeedUser12206,1
BuzzfeedNews88,BuzzfeedUser12207,1
BuzzfeedNews125,BuzzfeedUser12207,1
BuzzfeedNews116,BuzzfeedUser12207,1
BuzzfeedNews135,BuzzfeedUser12207,1
BuzzfeedNews170,BuzzfeedUser12207,1
BuzzfeedNews119,BuzzfeedUser12208,1
BuzzfeedNews52,BuzzfeedUser12209,1
BuzzfeedNews103,BuzzfeedUser12210,1
BuzzfeedNews135,BuzzfeedUser12210,1
BuzzfeedNews137,BuzzfeedUser12210,1
BuzzfeedNews103,BuzzfeedUser12211,1
BuzzfeedNews41,BuzzfeedUser12212,1
BuzzfeedNews26,BuzzfeedUser12213,1
BuzzfeedNews158,BuzzfeedUser12213,1
BuzzfeedNews98,BuzzfeedUser12213,1
BuzzfeedNews131,BuzzfeedUser12213,1
BuzzfeedNews135,BuzzfeedUser12213,1
BuzzfeedNews40,BuzzfeedUser12214,1
BuzzfeedNews26,BuzzfeedUser12215,1
BuzzfeedNews16,BuzzfeedUser12216,1
BuzzfeedNews40,BuzzfeedUser12216,1
BuzzfeedNews61,BuzzfeedUser12216,1
BuzzfeedNews61,BuzzfeedUser12217,1
BuzzfeedNews160,BuzzfeedUser12218,1
BuzzfeedNews88,BuzzfeedUser12219,1
BuzzfeedNews160,BuzzfeedUser12220,1
BuzzfeedNews150,BuzzfeedUser12221,1
BuzzfeedNews151,BuzzfeedUser12222,1
BuzzfeedNews115,BuzzfeedUser12223,1
BuzzfeedNews149,BuzzfeedUser12224,1
BuzzfeedNews150,BuzzfeedUser12224,1
BuzzfeedNews179,BuzzfeedUser12225,2
BuzzfeedNews40,BuzzfeedUser12226,1
BuzzfeedNews56,BuzzfeedUser12227,1
BuzzfeedNews118,BuzzfeedUser12228,1
BuzzfeedNews2,BuzzfeedUser12229,1
BuzzfeedNews54,BuzzfeedUser12230,1
BuzzfeedNews146,BuzzfeedUser12231,1
BuzzfeedNews120,BuzzfeedUser12232,1
BuzzfeedNews181,BuzzfeedUser12233,1
BuzzfeedNews181,BuzzfeedUser12234,1
BuzzfeedNews91,BuzzfeedUser12235,1
BuzzfeedNews37,BuzzfeedUser12236,1
BuzzfeedNews61,BuzzfeedUser12237,1
BuzzfeedNews101,BuzzfeedUser12238,1
BuzzfeedNews119,BuzzfeedUser12239,1
BuzzfeedNews125,BuzzfeedUser12240,1
BuzzfeedNews120,BuzzfeedUser12240,1
BuzzfeedNews53,BuzzfeedUser12241,1
BuzzfeedNews135,BuzzfeedUser12242,1
BuzzfeedNews86,BuzzfeedUser12243,1
BuzzfeedNews8,BuzzfeedUser12244,1
BuzzfeedNews70,BuzzfeedUser12245,1
BuzzfeedNews85,BuzzfeedUser12246,1
BuzzfeedNews160,BuzzfeedUser12247,1
BuzzfeedNews150,BuzzfeedUser12248,1
BuzzfeedNews181,BuzzfeedUser12249,1
BuzzfeedNews61,BuzzfeedUser12250,1
BuzzfeedNews70,BuzzfeedUser12251,1
BuzzfeedNews179,BuzzfeedUser12252,1
BuzzfeedNews26,BuzzfeedUser12253,1
BuzzfeedNews121,BuzzfeedUser12254,1
BuzzfeedNews151,BuzzfeedUser12255,1
BuzzfeedNews146,BuzzfeedUser12256,1
BuzzfeedNews137,BuzzfeedUser12257,1
BuzzfeedNews158,BuzzfeedUser12258,1
BuzzfeedNews98,BuzzfeedUser12258,1
BuzzfeedNews135,BuzzfeedUser12258,1
BuzzfeedNews41,BuzzfeedUser12259,1
BuzzfeedNews135,BuzzfeedUser12260,1
BuzzfeedNews157,BuzzfeedUser12261,1
BuzzfeedNews170,BuzzfeedUser12262,1
BuzzfeedNews52,BuzzfeedUser12263,1
BuzzfeedNews138,BuzzfeedUser12264,3
BuzzfeedNews40,BuzzfeedUser12265,1
BuzzfeedNews166,BuzzfeedUser12266,1
BuzzfeedNews116,BuzzfeedUser12267,1
BuzzfeedNews133,BuzzfeedUser12267,1
BuzzfeedNews166,BuzzfeedUser12267,2
BuzzfeedNews167,BuzzfeedUser12267,1
BuzzfeedNews181,BuzzfeedUser12267,1
BuzzfeedNews56,BuzzfeedUser12268,1
BuzzfeedNews37,BuzzfeedUser12269,1
BuzzfeedNews121,BuzzfeedUser12270,1
BuzzfeedNews150,BuzzfeedUser12271,10
BuzzfeedNews74,BuzzfeedUser12272,1
BuzzfeedNews120,BuzzfeedUser12273,1
BuzzfeedNews8,BuzzfeedUser12274,1
BuzzfeedNews79,BuzzfeedUser12275,1
BuzzfeedNews150,BuzzfeedUser12276,1
BuzzfeedNews2,BuzzfeedUser12277,3
BuzzfeedNews7,BuzzfeedUser12277,1
BuzzfeedNews16,BuzzfeedUser12277,1
BuzzfeedNews36,BuzzfeedUser12277,1
BuzzfeedNews37,BuzzfeedUser12277,1
BuzzfeedNews40,BuzzfeedUser12277,1
BuzzfeedNews70,BuzzfeedUser12277,2
BuzzfeedNews80,BuzzfeedUser12277,1
BuzzfeedNews86,BuzzfeedUser12277,1
BuzzfeedNews179,BuzzfeedUser12277,1
BuzzfeedNews79,BuzzfeedUser12278,1
BuzzfeedNews26,BuzzfeedUser12279,1
BuzzfeedNews91,BuzzfeedUser12280,1
BuzzfeedNews61,BuzzfeedUser12281,1
BuzzfeedNews103,BuzzfeedUser12282,1
BuzzfeedNews56,BuzzfeedUser12283,1
BuzzfeedNews67,BuzzfeedUser12283,1
BuzzfeedNews16,BuzzfeedUser12283,1
BuzzfeedNews53,BuzzfeedUser12283,1
BuzzfeedNews120,BuzzfeedUser12284,1
BuzzfeedNews150,BuzzfeedUser12285,1
BuzzfeedNews56,BuzzfeedUser12286,1
BuzzfeedNews103,BuzzfeedUser12287,1
BuzzfeedNews91,BuzzfeedUser12288,1
BuzzfeedNews40,BuzzfeedUser12289,1
BuzzfeedNews40,BuzzfeedUser12290,1
BuzzfeedNews181,BuzzfeedUser12291,1
BuzzfeedNews56,BuzzfeedUser12292,1
BuzzfeedNews179,BuzzfeedUser12293,1
BuzzfeedNews91,BuzzfeedUser12294,1
BuzzfeedNews167,BuzzfeedUser12295,1
BuzzfeedNews120,BuzzfeedUser12296,1
BuzzfeedNews40,BuzzfeedUser12297,1
BuzzfeedNews2,BuzzfeedUser12298,1
BuzzfeedNews5,BuzzfeedUser12298,1
BuzzfeedNews36,BuzzfeedUser12298,1
BuzzfeedNews26,BuzzfeedUser12299,1
BuzzfeedNews86,BuzzfeedUser12300,1
BuzzfeedNews26,BuzzfeedUser12301,1
BuzzfeedNews150,BuzzfeedUser12302,1
BuzzfeedNews179,BuzzfeedUser12303,1
BuzzfeedNews37,BuzzfeedUser12304,1
BuzzfeedNews103,BuzzfeedUser12305,1
BuzzfeedNews135,BuzzfeedUser12306,1
BuzzfeedNews158,BuzzfeedUser12307,1
BuzzfeedNews98,BuzzfeedUser12307,1
BuzzfeedNews166,BuzzfeedUser12307,1
BuzzfeedNews137,BuzzfeedUser12308,1
BuzzfeedNews103,BuzzfeedUser12309,1
BuzzfeedNews138,BuzzfeedUser12310,1
BuzzfeedNews136,BuzzfeedUser12311,1
BuzzfeedNews181,BuzzfeedUser12312,1
BuzzfeedNews56,BuzzfeedUser12313,1
BuzzfeedNews70,BuzzfeedUser12314,1
BuzzfeedNews9,BuzzfeedUser12315,1
BuzzfeedNews180,BuzzfeedUser12316,1
BuzzfeedNews179,BuzzfeedUser12316,2
BuzzfeedNews2,BuzzfeedUser12317,1
BuzzfeedNews8,BuzzfeedUser12317,1
BuzzfeedNews70,BuzzfeedUser12317,1
BuzzfeedNews37,BuzzfeedUser12318,1
BuzzfeedNews26,BuzzfeedUser12319,1
BuzzfeedNews91,BuzzfeedUser12320,1
BuzzfeedNews103,BuzzfeedUser12321,1
BuzzfeedNews151,BuzzfeedUser12322,1
BuzzfeedNews40,BuzzfeedUser12323,1
BuzzfeedNews52,BuzzfeedUser12324,1
BuzzfeedNews16,BuzzfeedUser12325,1
BuzzfeedNews53,BuzzfeedUser12325,1
BuzzfeedNews61,BuzzfeedUser12325,1
BuzzfeedNews63,BuzzfeedUser12325,1
BuzzfeedNews82,BuzzfeedUser12325,1
BuzzfeedNews91,BuzzfeedUser12325,1
BuzzfeedNews106,BuzzfeedUser12326,1
BuzzfeedNews135,BuzzfeedUser12326,1
BuzzfeedNews135,BuzzfeedUser12327,1
BuzzfeedNews113,BuzzfeedUser12328,1
BuzzfeedNews140,BuzzfeedUser12328,1
BuzzfeedNews121,BuzzfeedUser12329,1
BuzzfeedNews56,BuzzfeedUser12330,2
BuzzfeedNews86,BuzzfeedUser12331,1
BuzzfeedNews91,BuzzfeedUser12332,1
BuzzfeedNews86,BuzzfeedUser12333,2
BuzzfeedNews56,BuzzfeedUser12334,1
BuzzfeedNews5,BuzzfeedUser12335,1
BuzzfeedNews16,BuzzfeedUser12335,1
BuzzfeedNews40,BuzzfeedUser12335,1
BuzzfeedNews61,BuzzfeedUser12335,1
BuzzfeedNews179,BuzzfeedUser12336,1
BuzzfeedNews166,BuzzfeedUser12337,1
BuzzfeedNews179,BuzzfeedUser12337,1
BuzzfeedNews145,BuzzfeedUser12338,1
BuzzfeedNews56,BuzzfeedUser12339,1
BuzzfeedNews103,BuzzfeedUser12340,1
BuzzfeedNews85,BuzzfeedUser12341,1
BuzzfeedNews105,BuzzfeedUser12342,1
BuzzfeedNews5,BuzzfeedUser12343,1
BuzzfeedNews179,BuzzfeedUser12344,1
BuzzfeedNews88,BuzzfeedUser12345,1
BuzzfeedNews65,BuzzfeedUser12346,1
BuzzfeedNews40,BuzzfeedUser12347,1
BuzzfeedNews41,BuzzfeedUser12348,1
