rva,AtomName,Type,Credibility,lastValue,convergencePoint
https://nobias-project.eu/RandomVariableAtom/RVA11414,USERCREDLAT(7885),User,Credible,0.975,29
https://nobias-project.eu/RandomVariableAtom/RVA11419,USERCREDLAT(7887),User,NotCredible,0.0,7
https://nobias-project.eu/RandomVariableAtom/RVA11417,USERCREDLAT(7886),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA11406,USERCREDLAT(7881),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA11486,USERCREDLAT(7891),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA11423,USERCREDLAT(7889),User,Credible,0.795,31
https://nobias-project.eu/RandomVariableAtom/RVA11498,USERCREDLAT(7897),User,NotCredible,0.0,7
https://nobias-project.eu/RandomVariableAtom/RVA11491,USERCREDLAT(7893),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA6527,USERCREDLAT(7900),User,NotCredible,0.0,5
https://nobias-project.eu/RandomVariableAtom/RVA6525,USERCREDLAT(7901),User,NotCredible,0.0,7
https://nobias-project.eu/RandomVariableAtom/RVA6533,USERCREDLAT(7905),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA6536,USERCREDLAT(7907),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA6538,USERCREDLAT(7909),User,NotCredible,0.0,7
https://nobias-project.eu/RandomVariableAtom/RVA6586,USERCREDLAT(7915),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA6575,USERCREDLAT(7910),User,NotCredible,0.078,33
https://nobias-project.eu/RandomVariableAtom/RVA6589,USERCREDLAT(7919),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA6587,USERCREDLAT(7918),User,NotCredible,0.225,28
https://nobias-project.eu/RandomVariableAtom/RVA6556,USERCREDLAT(7920),User,NotCredible,0.24,8
https://nobias-project.eu/RandomVariableAtom/RVA6560,USERCREDLAT(7922),User,NotCredible,0.012,32
https://nobias-project.eu/RandomVariableAtom/RVA6563,USERCREDLAT(7924),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA6558,USERCREDLAT(7923),User,NotCredible,0.0,5
https://nobias-project.eu/RandomVariableAtom/RVA6569,USERCREDLAT(7928),User,NotCredible,0.097,33
https://nobias-project.eu/RandomVariableAtom/RVA6566,USERCREDLAT(7927),User,Credible,0.854,34
https://nobias-project.eu/RandomVariableAtom/RVA6632,USERCREDLAT(7931),User,NotCredible,0.0,7
https://nobias-project.eu/RandomVariableAtom/RVA6628,USERCREDLAT(7932),User,NotCredible,0.0,3
https://nobias-project.eu/RandomVariableAtom/RVA6626,USERCREDLAT(7930),User,NotCredible,0.078,33
https://nobias-project.eu/RandomVariableAtom/RVA6641,USERCREDLAT(7935),User,Credible,0.956,29
https://nobias-project.eu/RandomVariableAtom/RVA6643,USERCREDLAT(7938),User,Credible,0.854,34
https://nobias-project.eu/RandomVariableAtom/RVA6647,USERCREDLAT(7939),User,NotCredible,0.097,33
https://nobias-project.eu/RandomVariableAtom/RVA6595,USERCREDLAT(7941),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA6597,USERCREDLAT(7940),User,Credible,0.993,33
https://nobias-project.eu/RandomVariableAtom/RVA6599,USERCREDLAT(7943),User,NotCredible,0.062,34
https://nobias-project.eu/RandomVariableAtom/RVA6605,USERCREDLAT(7945),User,NotCredible,0.025,34
https://nobias-project.eu/RandomVariableAtom/RVA6614,USERCREDLAT(7946),User,NotCredible,0.052,34
https://nobias-project.eu/RandomVariableAtom/RVA6617,USERCREDLAT(7948),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA6611,USERCREDLAT(7947),User,NotCredible,0.097,33
https://nobias-project.eu/RandomVariableAtom/RVA6710,USERCREDLAT(7955),User,NotCredible,0.0,5
https://nobias-project.eu/RandomVariableAtom/RVA6708,USERCREDLAT(7956),User,NotCredible,0.486,10
https://nobias-project.eu/RandomVariableAtom/RVA6713,USERCREDLAT(7957),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA6698,USERCREDLAT(7952),User,Credible,0.949,33
https://nobias-project.eu/RandomVariableAtom/RVA6717,USERCREDLAT(7959),User,NotCredible,0.062,34
https://nobias-project.eu/RandomVariableAtom/RVA6670,USERCREDLAT(7964),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA6655,USERCREDLAT(7961),User,NotCredible,0.486,10
https://nobias-project.eu/RandomVariableAtom/RVA6666,USERCREDLAT(7965),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA6750,USERCREDLAT(7972),User,NotCredible,0.047,34
https://nobias-project.eu/RandomVariableAtom/RVA6674,USERCREDLAT(7967),User,NotCredible,0.415,34
https://nobias-project.eu/RandomVariableAtom/RVA6755,USERCREDLAT(7974),User,NotCredible,0.026,34
https://nobias-project.eu/RandomVariableAtom/RVA6768,USERCREDLAT(7978),User,NotCredible,0.0,5
https://nobias-project.eu/RandomVariableAtom/RVA6776,USERCREDLAT(7979),User,NotCredible,0.015,33
https://nobias-project.eu/RandomVariableAtom/RVA6764,USERCREDLAT(7975),User,NotCredible,0.062,34
https://nobias-project.eu/RandomVariableAtom/RVA6718,USERCREDLAT(7981),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA6726,USERCREDLAT(7982),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA6723,USERCREDLAT(7983),User,NotCredible,0.031,31
https://nobias-project.eu/RandomVariableAtom/RVA6730,USERCREDLAT(7984),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA6719,USERCREDLAT(7980),User,NotCredible,0.0,6
https://nobias-project.eu/RandomVariableAtom/RVA6729,USERCREDLAT(7985),User,Credible,0.993,23
https://nobias-project.eu/RandomVariableAtom/RVA6738,USERCREDLAT(7986),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA6812,USERCREDLAT(7991),User,NotCredible,0.0,7
https://nobias-project.eu/RandomVariableAtom/RVA6817,USERCREDLAT(7993),User,Credible,0.854,34
https://nobias-project.eu/RandomVariableAtom/RVA14758,USERCREDLAT(8003),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA6831,USERCREDLAT(7997),User,NotCredible,0.097,33
https://nobias-project.eu/RandomVariableAtom/RVA14762,USERCREDLAT(8005),User,Credible,0.854,34
https://nobias-project.eu/RandomVariableAtom/RVA6821,USERCREDLAT(7996),User,Credible,0.994,26
https://nobias-project.eu/RandomVariableAtom/RVA14768,USERCREDLAT(8006),User,NotCredible,0.0,7
https://nobias-project.eu/RandomVariableAtom/RVA14734,USERCREDLAT(8011),User,NotCredible,0.0,7
https://nobias-project.eu/RandomVariableAtom/RVA6744,USERCREDLAT(7988),User,NotCredible,0.097,33
https://nobias-project.eu/RandomVariableAtom/RVA14738,USERCREDLAT(8013),User,NotCredible,0.0,4
https://nobias-project.eu/RandomVariableAtom/RVA14766,USERCREDLAT(8007),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA14732,USERCREDLAT(8012),User,Credible,0.925,34
https://nobias-project.eu/RandomVariableAtom/RVA14742,USERCREDLAT(8015),User,NotCredible,0.0,6
https://nobias-project.eu/RandomVariableAtom/RVA14752,USERCREDLAT(8020),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA14744,USERCREDLAT(8018),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA6828,USERCREDLAT(7998),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA14748,USERCREDLAT(8019),User,NotCredible,0.062,34
https://nobias-project.eu/RandomVariableAtom/RVA14811,USERCREDLAT(8028),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA14804,USERCREDLAT(8024),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA14806,USERCREDLAT(8027),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA14813,USERCREDLAT(8030),User,NotCredible,0.026,34
https://nobias-project.eu/RandomVariableAtom/RVA14776,USERCREDLAT(8034),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA14782,USERCREDLAT(8035),User,NotCredible,0.017,34
https://nobias-project.eu/RandomVariableAtom/RVA6815,USERCREDLAT(7994),User,NotCredible,0.097,33
https://nobias-project.eu/RandomVariableAtom/RVA14792,USERCREDLAT(8040),User,NotCredible,0.097,33
https://nobias-project.eu/RandomVariableAtom/RVA14790,USERCREDLAT(8041),User,NotCredible,0.01,32
https://nobias-project.eu/RandomVariableAtom/RVA14780,USERCREDLAT(8036),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA14858,USERCREDLAT(8051),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA14842,USERCREDLAT(8045),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA14846,USERCREDLAT(8047),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA14853,USERCREDLAT(8050),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA14862,USERCREDLAT(8053),User,NotCredible,0.486,10
https://nobias-project.eu/RandomVariableAtom/RVA14860,USERCREDLAT(8054),User,NotCredible,0.0,7
https://nobias-project.eu/RandomVariableAtom/RVA14824,USERCREDLAT(8058),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA14820,USERCREDLAT(8056),User,NotCredible,0.097,33
https://nobias-project.eu/RandomVariableAtom/RVA14840,USERCREDLAT(8064),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA14822,USERCREDLAT(8055),User,Credible,0.986,34
https://nobias-project.eu/RandomVariableAtom/RVA14882,USERCREDLAT(8070),User,NotCredible,0.019,31
https://nobias-project.eu/RandomVariableAtom/RVA14834,USERCREDLAT(8063),User,NotCredible,0.0,4
https://nobias-project.eu/RandomVariableAtom/RVA14877,USERCREDLAT(8066),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA14885,USERCREDLAT(8074),User,NotCredible,0.097,33
https://nobias-project.eu/RandomVariableAtom/RVA14883,USERCREDLAT(8072),User,Credible,0.854,34
https://nobias-project.eu/RandomVariableAtom/RVA14888,USERCREDLAT(8075),User,NotCredible,0.097,33
https://nobias-project.eu/RandomVariableAtom/RVA14884,USERCREDLAT(8071),User,NotCredible,0.062,34
https://nobias-project.eu/RandomVariableAtom/RVA14868,USERCREDLAT(8080),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA14865,USERCREDLAT(8077),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA14867,USERCREDLAT(8081),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA14872,USERCREDLAT(8084),User,NotCredible,0.074,21
https://nobias-project.eu/RandomVariableAtom/RVA14871,USERCREDLAT(8085),User,NotCredible,0.097,33
https://nobias-project.eu/RandomVariableAtom/RVA14873,USERCREDLAT(8087),User,NotCredible,0.026,34
https://nobias-project.eu/RandomVariableAtom/RVA14894,USERCREDLAT(8091),User,NotCredible,0.0,4
https://nobias-project.eu/RandomVariableAtom/RVA14890,USERCREDLAT(8089),User,NotCredible,0.097,33
https://nobias-project.eu/RandomVariableAtom/RVA14891,USERCREDLAT(8088),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA14895,USERCREDLAT(8094),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA14900,USERCREDLAT(8097),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA14566,USERCREDLAT(8106),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA14555,USERCREDLAT(8100),User,NotCredible,0.0,7
https://nobias-project.eu/RandomVariableAtom/RVA14570,USERCREDLAT(8108),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA14572,USERCREDLAT(8107),User,NotCredible,0.078,33
https://nobias-project.eu/RandomVariableAtom/RVA14543,USERCREDLAT(8114),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA14568,USERCREDLAT(8105),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA14537,USERCREDLAT(8113),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA14541,USERCREDLAT(8115),User,NotCredible,0.062,34
https://nobias-project.eu/RandomVariableAtom/RVA14546,USERCREDLAT(8116),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA14552,USERCREDLAT(8120),User,Credible,0.901,31
https://nobias-project.eu/RandomVariableAtom/RVA14597,USERCREDLAT(8122),User,Credible,0.996,25
https://nobias-project.eu/RandomVariableAtom/RVA14603,USERCREDLAT(8123),User,Credible,0.966,26
https://nobias-project.eu/RandomVariableAtom/RVA14539,USERCREDLAT(8112),User,NotCredible,0.062,34
https://nobias-project.eu/RandomVariableAtom/RVA14605,USERCREDLAT(8126),User,NotCredible,0.026,34
https://nobias-project.eu/RandomVariableAtom/RVA14601,USERCREDLAT(8124),User,NotCredible,0.0,4
https://nobias-project.eu/RandomVariableAtom/RVA14609,USERCREDLAT(8128),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA14611,USERCREDLAT(8127),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA14617,USERCREDLAT(8130),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA14615,USERCREDLAT(8131),User,Credible,0.925,34
https://nobias-project.eu/RandomVariableAtom/RVA14581,USERCREDLAT(8134),User,Credible,0.995,22
https://nobias-project.eu/RandomVariableAtom/RVA14593,USERCREDLAT(8142),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA14577,USERCREDLAT(8132),User,NotCredible,0.0,7
https://nobias-project.eu/RandomVariableAtom/RVA14651,USERCREDLAT(8147),User,NotCredible,0.135,33
https://nobias-project.eu/RandomVariableAtom/RVA14645,USERCREDLAT(8146),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA14657,USERCREDLAT(8150),User,NotCredible,0.078,33
https://nobias-project.eu/RandomVariableAtom/RVA14647,USERCREDLAT(8145),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA14587,USERCREDLAT(8139),User,NotCredible,0.153,27
https://nobias-project.eu/RandomVariableAtom/RVA14655,USERCREDLAT(8151),User,NotCredible,0.0,7
https://nobias-project.eu/RandomVariableAtom/RVA14621,USERCREDLAT(8154),User,NotCredible,0.026,34
https://nobias-project.eu/RandomVariableAtom/RVA14659,USERCREDLAT(8153),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA14619,USERCREDLAT(8155),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA14625,USERCREDLAT(8156),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA14623,USERCREDLAT(8157),User,NotCredible,0.078,33
https://nobias-project.eu/RandomVariableAtom/RVA14635,USERCREDLAT(8161),User,NotCredible,0.063,34
https://nobias-project.eu/RandomVariableAtom/RVA14637,USERCREDLAT(8164),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA14639,USERCREDLAT(8163),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA14677,USERCREDLAT(8168),User,NotCredible,0.047,34
https://nobias-project.eu/RandomVariableAtom/RVA14674,USERCREDLAT(8166),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA14679,USERCREDLAT(8167),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA14681,USERCREDLAT(8169),User,NotCredible,0.321,8
https://nobias-project.eu/RandomVariableAtom/RVA14682,USERCREDLAT(8170),User,NotCredible,0.0,7
https://nobias-project.eu/RandomVariableAtom/RVA14683,USERCREDLAT(8173),User,NotCredible,0.0,7
https://nobias-project.eu/RandomVariableAtom/RVA14684,USERCREDLAT(8172),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA14685,USERCREDLAT(8175),User,NotCredible,0.0,6
https://nobias-project.eu/RandomVariableAtom/RVA14663,USERCREDLAT(8177),User,Credible,0.895,33
https://nobias-project.eu/RandomVariableAtom/RVA14665,USERCREDLAT(8179),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA14666,USERCREDLAT(8178),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA14664,USERCREDLAT(8176),User,NotCredible,0.097,33
https://nobias-project.eu/RandomVariableAtom/RVA14667,USERCREDLAT(8180),User,Credible,0.559,24
https://nobias-project.eu/RandomVariableAtom/RVA14671,USERCREDLAT(8183),User,NotCredible,0.0,5
https://nobias-project.eu/RandomVariableAtom/RVA14669,USERCREDLAT(8181),User,NotCredible,0.063,34
https://nobias-project.eu/RandomVariableAtom/RVA14673,USERCREDLAT(8185),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA14690,USERCREDLAT(8187),User,NotCredible,0.0,7
https://nobias-project.eu/RandomVariableAtom/RVA14695,USERCREDLAT(8192),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA14672,USERCREDLAT(8186),User,Credible,0.854,34
https://nobias-project.eu/RandomVariableAtom/RVA14692,USERCREDLAT(8191),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA14697,USERCREDLAT(8194),User,Credible,0.996,25
https://nobias-project.eu/RandomVariableAtom/RVA14699,USERCREDLAT(8196),User,NotCredible,0.078,33
https://nobias-project.eu/RandomVariableAtom/RVA14696,USERCREDLAT(8195),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA14687,USERCREDLAT(8199),User,NotCredible,0.0,6
https://nobias-project.eu/RandomVariableAtom/RVA14349,USERCREDLAT(8203),User,Credible,0.637,25
https://nobias-project.eu/RandomVariableAtom/RVA14355,USERCREDLAT(8204),User,NotCredible,0.11,27
https://nobias-project.eu/RandomVariableAtom/RVA14351,USERCREDLAT(8202),User,NotCredible,0.0,7
https://nobias-project.eu/RandomVariableAtom/RVA14362,USERCREDLAT(8208),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA14353,USERCREDLAT(8205),User,Credible,0.986,34
https://nobias-project.eu/RandomVariableAtom/RVA14328,USERCREDLAT(8211),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA14361,USERCREDLAT(8209),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA14326,USERCREDLAT(8212),User,NotCredible,0.097,33
https://nobias-project.eu/RandomVariableAtom/RVA14330,USERCREDLAT(8214),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA14332,USERCREDLAT(8213),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA14336,USERCREDLAT(8215),User,NotCredible,0.063,34
https://nobias-project.eu/RandomVariableAtom/RVA14338,USERCREDLAT(8218),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA14386,USERCREDLAT(8221),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA14396,USERCREDLAT(8224),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA14392,USERCREDLAT(8222),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA14400,USERCREDLAT(8226),User,NotCredible,0.012,31
https://nobias-project.eu/RandomVariableAtom/RVA14340,USERCREDLAT(8217),User,Credible,0.996,22
https://nobias-project.eu/RandomVariableAtom/RVA14405,USERCREDLAT(8230),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA14374,USERCREDLAT(8235),User,NotCredible,0.026,34
https://nobias-project.eu/RandomVariableAtom/RVA14368,USERCREDLAT(8234),User,Credible,0.854,34
https://nobias-project.eu/RandomVariableAtom/RVA14382,USERCREDLAT(8241),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA14378,USERCREDLAT(8237),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA14432,USERCREDLAT(8242),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA14366,USERCREDLAT(8231),User,NotCredible,0.097,33
https://nobias-project.eu/RandomVariableAtom/RVA14430,USERCREDLAT(8243),User,NotCredible,0.306,18
https://nobias-project.eu/RandomVariableAtom/RVA14440,USERCREDLAT(8246),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA14436,USERCREDLAT(8244),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA14438,USERCREDLAT(8247),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA14434,USERCREDLAT(8245),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA14443,USERCREDLAT(8248),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA14442,USERCREDLAT(8249),User,Credible,0.997,17
https://nobias-project.eu/RandomVariableAtom/RVA14445,USERCREDLAT(8250),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA14410,USERCREDLAT(8253),User,NotCredible,0.015,32
https://nobias-project.eu/RandomVariableAtom/RVA14448,USERCREDLAT(8252),User,NotCredible,0.145,32
https://nobias-project.eu/RandomVariableAtom/RVA14414,USERCREDLAT(8255),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA14416,USERCREDLAT(8258),User,NotCredible,0.031,31
https://nobias-project.eu/RandomVariableAtom/RVA14418,USERCREDLAT(8257),User,NotCredible,0.0,5
https://nobias-project.eu/RandomVariableAtom/RVA14450,USERCREDLAT(8251),User,NotCredible,0.078,33
https://nobias-project.eu/RandomVariableAtom/RVA14412,USERCREDLAT(8256),User,NotCredible,0.097,33
https://nobias-project.eu/RandomVariableAtom/RVA14422,USERCREDLAT(8261),User,NotCredible,0.062,34
https://nobias-project.eu/RandomVariableAtom/RVA14420,USERCREDLAT(8259),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA14424,USERCREDLAT(8260),User,NotCredible,0.225,28
https://nobias-project.eu/RandomVariableAtom/RVA14426,USERCREDLAT(8263),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA14428,USERCREDLAT(8262),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA14465,USERCREDLAT(8264),User,NotCredible,0.031,32
https://nobias-project.eu/RandomVariableAtom/RVA14467,USERCREDLAT(8267),User,NotCredible,0.021,30
https://nobias-project.eu/RandomVariableAtom/RVA14471,USERCREDLAT(8269),User,NotCredible,0.062,34
https://nobias-project.eu/RandomVariableAtom/RVA14475,USERCREDLAT(8272),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA14476,USERCREDLAT(8271),User,NotCredible,0.153,27
https://nobias-project.eu/RandomVariableAtom/RVA14477,USERCREDLAT(8274),User,NotCredible,0.486,10
https://nobias-project.eu/RandomVariableAtom/RVA14456,USERCREDLAT(8279),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA14458,USERCREDLAT(8280),User,NotCredible,0.0,7
https://nobias-project.eu/RandomVariableAtom/RVA14460,USERCREDLAT(8282),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA14457,USERCREDLAT(8281),User,NotCredible,0.097,33
https://nobias-project.eu/RandomVariableAtom/RVA14462,USERCREDLAT(8284),User,NotCredible,0.128,27
https://nobias-project.eu/RandomVariableAtom/RVA14482,USERCREDLAT(8287),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA14486,USERCREDLAT(8290),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA14484,USERCREDLAT(8289),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA14488,USERCREDLAT(8291),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA14489,USERCREDLAT(8293),User,NotCredible,0.047,34
https://nobias-project.eu/RandomVariableAtom/RVA14479,USERCREDLAT(8298),User,Credible,0.795,31
https://nobias-project.eu/RandomVariableAtom/RVA10685,USERCREDLAT(8300),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA10690,USERCREDLAT(8301),User,NotCredible,0.082,32
https://nobias-project.eu/RandomVariableAtom/RVA10688,USERCREDLAT(8302),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA14487,USERCREDLAT(8292),User,Credible,0.795,31
https://nobias-project.eu/RandomVariableAtom/RVA10694,USERCREDLAT(8303),User,NotCredible,0.047,34
https://nobias-project.eu/RandomVariableAtom/RVA10700,USERCREDLAT(8308),User,NotCredible,0.021,27
https://nobias-project.eu/RandomVariableAtom/RVA14480,USERCREDLAT(8297),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA10704,USERCREDLAT(8309),User,NotCredible,0.486,9
https://nobias-project.eu/RandomVariableAtom/RVA10696,USERCREDLAT(8306),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA10672,USERCREDLAT(8312),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA10676,USERCREDLAT(8314),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA10680,USERCREDLAT(8316),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA10670,USERCREDLAT(8313),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA10683,USERCREDLAT(8318),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA14485,USERCREDLAT(8288),User,Credible,0.526,34
https://nobias-project.eu/RandomVariableAtom/RVA10674,USERCREDLAT(8315),User,Credible,0.536,34
https://nobias-project.eu/RandomVariableAtom/RVA10743,USERCREDLAT(8323),User,NotCredible,0.0,4
https://nobias-project.eu/RandomVariableAtom/RVA10682,USERCREDLAT(8319),User,Credible,0.925,34
https://nobias-project.eu/RandomVariableAtom/RVA10678,USERCREDLAT(8317),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA10747,USERCREDLAT(8325),User,NotCredible,0.0,3
https://nobias-project.eu/RandomVariableAtom/RVA10741,USERCREDLAT(8324),User,NotCredible,0.097,33
https://nobias-project.eu/RandomVariableAtom/RVA10753,USERCREDLAT(8329),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA10708,USERCREDLAT(8330),User,NotCredible,0.062,34
https://nobias-project.eu/RandomVariableAtom/RVA10668,USERCREDLAT(8310),User,Credible,0.994,32
https://nobias-project.eu/RandomVariableAtom/RVA10710,USERCREDLAT(8333),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA10719,USERCREDLAT(8334),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA10713,USERCREDLAT(8332),User,NotCredible,0.078,33
https://nobias-project.eu/RandomVariableAtom/RVA10727,USERCREDLAT(8339),User,NotCredible,0.097,33
https://nobias-project.eu/RandomVariableAtom/RVA10731,USERCREDLAT(8340),User,NotCredible,0.0,5
https://nobias-project.eu/RandomVariableAtom/RVA10788,USERCREDLAT(8342),User,NotCredible,0.0,3
https://nobias-project.eu/RandomVariableAtom/RVA10751,USERCREDLAT(8327),User,Credible,0.984,33
