rva,lastValue,convergenceNumber
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4394,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4395,0.0,7
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4396,1.0,7
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4397,1.0,7
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4398,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4399,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4400,0.998,31
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4401,0.062,34
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4402,0.0,6
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4403,1.0,4
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4404,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4405,1.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4406,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4407,0.0,3
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4408,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4409,1.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4410,0.0,6
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4411,0.038,34
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4412,1.0,7
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4413,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4414,0.0,5
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4415,1.0,3
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4416,0.0,6
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4417,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4418,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4419,1.0,6
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4420,0.795,31
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4421,1.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4422,0.0,7
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4423,0.097,33
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4424,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4425,0.097,33
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4426,0.0,7
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4427,1.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4428,0.486,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4429,0.078,30
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4430,1.0,5
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4431,0.0,4
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4432,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4433,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4434,0.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4435,0.654,7
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4436,1.0,5
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4437,0.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4438,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4439,0.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4440,0.0,5
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4441,1.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4442,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4443,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4444,0.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4445,1.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4446,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4447,0.074,21
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4448,0.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4449,0.795,31
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4450,0.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4451,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4452,0.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4453,1.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4454,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4455,0.031,31
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4456,1.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4457,0.047,34
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4458,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4459,0.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4460,0.009,23
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4461,0.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4462,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4463,0.191,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4464,0.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4465,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4466,0.04,33
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4467,0.0,4
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4468,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4469,0.031,32
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4470,0.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4471,0.536,34
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4472,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4473,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4474,0.0,7
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4475,0.0,6
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4476,1.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4477,1.0,7
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4478,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4479,0.0,5
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4480,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4481,0.063,34
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4482,0.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4483,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4484,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4485,0.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4486,0.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4487,0.097,33
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4488,0.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4489,0.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4490,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4491,0.062,34
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4492,0.0,7
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4493,0.486,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4494,1.0,7
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4495,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4496,1.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4497,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4498,0.995,19
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4499,1.0,5
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4500,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4501,0.062,34
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4502,0.962,27
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4503,1.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4504,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4505,0.854,34
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4506,0.062,34
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4507,0.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4508,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4509,0.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4510,0.976,29
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4511,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4512,0.097,33
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4513,1.0,6
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4514,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4515,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4516,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4517,1.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4518,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4519,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4520,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4521,0.097,33
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4522,1.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4523,0.087,33
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4524,1.0,10
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4525,0.901,31
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4526,0.0,7
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4527,1.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4528,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4529,1.0,6
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4530,0.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4531,0.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4532,0.0,6
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4533,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4534,0.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4535,1.0,7
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4536,0.0,7
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4537,0.047,34
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4538,1.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4539,1.0,10
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4540,1.0,6
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4541,1.0,10
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4542,0.0,6
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4543,1.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4544,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4545,1.0,4
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4546,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4547,0.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4548,0.582,25
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4549,0.097,33
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4550,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4551,1.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4552,0.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4553,1.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4554,0.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4555,1.0,5
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4556,0.0,7
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4557,1.0,7
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4558,0.031,31
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4559,0.024,31
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4560,0.0,7
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4561,1.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4562,1.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4563,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4564,0.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4565,0.097,33
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4566,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4567,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4568,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4569,1.0,7
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4570,0.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4571,0.854,34
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4572,1.0,5
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4573,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4574,1.0,7
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4575,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4576,0.854,34
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4577,0.0,7
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4578,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4579,1.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4580,0.047,34
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4581,1.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4582,0.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4583,0.986,34
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4584,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4585,0.031,32
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4586,0.0,6
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4587,1.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4588,0.998,17
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4589,0.097,33
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4590,0.995,27
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4591,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4592,1.0,10
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4593,1.0,7
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4594,0.047,34
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4595,1.0,10
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4596,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4597,0.031,31
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4598,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4599,0.078,33
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4600,1.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4601,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4602,0.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4603,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4604,0.062,34
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4605,0.225,28
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4606,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4607,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4608,1.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4609,0.097,33
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4610,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4611,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4612,0.097,33
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4613,0.0,5
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4614,0.0,7
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4615,1.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4616,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4617,1.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4618,1.0,7
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4619,0.321,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4620,0.795,31
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4621,0.0,7
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4622,0.486,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4623,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4624,0.975,29
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4625,0.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4626,0.854,34
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4627,0.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4628,0.062,34
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4629,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4630,1.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4631,0.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4632,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4633,0.995,27
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4634,1.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4635,0.078,33
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4636,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4637,0.272,27
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4638,1.0,10
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4639,1.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4640,0.0,6
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4641,0.027,33
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4642,1.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4643,0.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4644,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4645,1.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4646,0.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4647,0.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4648,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4649,0.925,34
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4650,0.023,32
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4651,1.0,7
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4652,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4653,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4654,1.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4655,0.019,31
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4656,0.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4657,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4658,0.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4659,0.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4660,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4661,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4662,1.0,7
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4663,0.0,5
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4664,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4665,1.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4666,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4667,0.962,27
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4668,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4669,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4670,0.854,34
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4671,0.15,33
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4672,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4673,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4674,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4675,0.0,5
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4676,0.795,31
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4677,1.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4678,1.0,7
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4679,0.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4680,1.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4681,0.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4682,0.097,33
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4683,1.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4684,0.0,4
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4685,1.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4686,1.0,3
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4687,0.0,7
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4688,0.795,31
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4689,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4690,1.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4691,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4692,1.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4693,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4694,1.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4695,1.0,7
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4696,1.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4697,0.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4698,0.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4699,1.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4700,1.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4701,1.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4702,0.953,32
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4703,0.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4704,0.795,31
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4705,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4706,0.047,34
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4707,1.0,7
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4708,0.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4709,1.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4710,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4711,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4712,1.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4713,1.0,5
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4714,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4715,1.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4716,1.0,6
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4717,0.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4718,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4719,1.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4720,0.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4721,0.795,31
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4722,1.0,2
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4723,0.0,8
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4724,0.0,9
https://github.com/tibonto/Doc-BIAS/RandomVariableAtom/RVA4725,1.0,9
