name,rva,groundRuleCount
USERCREDLAT(10826),https://nobias-project.eu/RandomVariableAtom/RVA15166,2
USERCREDLAT(10834),https://nobias-project.eu/RandomVariableAtom/RVA15175,2
USERCREDLAT(10838),https://nobias-project.eu/RandomVariableAtom/RVA15179,2
USERCREDLAT(1084),https://nobias-project.eu/RandomVariableAtom/RVA2027,2
USERCREDLAT(10841),https://nobias-project.eu/RandomVariableAtom/RVA15171,2
USERCREDLAT(10842),https://nobias-project.eu/RandomVariableAtom/RVA15172,2
USERCREDLAT(10844),https://nobias-project.eu/RandomVariableAtom/RVA15141,2
USERCREDLAT(10846),https://nobias-project.eu/RandomVariableAtom/RVA15143,2
USERCREDLAT(10851),https://nobias-project.eu/RandomVariableAtom/RVA15137,2
USERCREDLAT(10856),https://nobias-project.eu/RandomVariableAtom/RVA15155,2
USERCREDLAT(10865),https://nobias-project.eu/RandomVariableAtom/RVA15120,2
USERCREDLAT(10866),https://nobias-project.eu/RandomVariableAtom/RVA15121,2
USERCREDLAT(10877),https://nobias-project.eu/RandomVariableAtom/RVA15133,2
USERCREDLAT(10885),https://nobias-project.eu/RandomVariableAtom/RVA15130,2
USERCREDLAT(10889),https://nobias-project.eu/RandomVariableAtom/RVA15109,2
USERCREDLAT(1089),https://nobias-project.eu/RandomVariableAtom/RVA2021,2
USERCREDLAT(10890),https://nobias-project.eu/RandomVariableAtom/RVA15099,2
USERCREDLAT(10891),https://nobias-project.eu/RandomVariableAtom/RVA15100,2
USERCREDLAT(10897),https://nobias-project.eu/RandomVariableAtom/RVA15106,2
USERCREDLAT(10899),https://nobias-project.eu/RandomVariableAtom/RVA15113,2
USERCREDLAT(10901),https://nobias-project.eu/RandomVariableAtom/RVA15021,2
USERCREDLAT(10905),https://nobias-project.eu/RandomVariableAtom/RVA15025,2
USERCREDLAT(10926),https://nobias-project.eu/RandomVariableAtom/RVA14986,2
USERCREDLAT(10928),https://nobias-project.eu/RandomVariableAtom/RVA14988,2
USERCREDLAT(1093),https://nobias-project.eu/RandomVariableAtom/RVA2052,2
USERCREDLAT(10930),https://nobias-project.eu/RandomVariableAtom/RVA14979,2
USERCREDLAT(10931),https://nobias-project.eu/RandomVariableAtom/RVA15004,2
USERCREDLAT(10939),https://nobias-project.eu/RandomVariableAtom/RVA15011,2
USERCREDLAT(10945),https://nobias-project.eu/RandomVariableAtom/RVA14943,2
USERCREDLAT(10949),https://nobias-project.eu/RandomVariableAtom/RVA14947,2
USERCREDLAT(1095),https://nobias-project.eu/RandomVariableAtom/RVA2050,2
USERCREDLAT(10952),https://nobias-project.eu/RandomVariableAtom/RVA14939,2
USERCREDLAT(10963),https://nobias-project.eu/RandomVariableAtom/RVA14951,2
USERCREDLAT(10975),https://nobias-project.eu/RandomVariableAtom/RVA14932,2
USERCREDLAT(10982),https://nobias-project.eu/RandomVariableAtom/RVA14928,2
USERCREDLAT(10988),https://nobias-project.eu/RandomVariableAtom/RVA14910,2
USERCREDLAT(10994),https://nobias-project.eu/RandomVariableAtom/RVA14905,2
USERCREDLAT(110),https://nobias-project.eu/RandomVariableAtom/RVA10220,2
USERCREDLAT(1100),https://nobias-project.eu/RandomVariableAtom/RVA960,2
USERCREDLAT(11006),https://nobias-project.eu/RandomVariableAtom/RVA1453,2
USERCREDLAT(11010),https://nobias-project.eu/RandomVariableAtom/RVA1467,2
USERCREDLAT(11012),https://nobias-project.eu/RandomVariableAtom/RVA1473,2
USERCREDLAT(11020),https://nobias-project.eu/RandomVariableAtom/RVA1366,2
USERCREDLAT(11022),https://nobias-project.eu/RandomVariableAtom/RVA1372,2
USERCREDLAT(11025),https://nobias-project.eu/RandomVariableAtom/RVA1381,2
USERCREDLAT(1103),https://nobias-project.eu/RandomVariableAtom/RVA957,2
USERCREDLAT(11030),https://nobias-project.eu/RandomVariableAtom/RVA1397,2
USERCREDLAT(11036),https://nobias-project.eu/RandomVariableAtom/RVA1416,2
USERCREDLAT(11043),https://nobias-project.eu/RandomVariableAtom/RVA1331,2
USERCREDLAT(11044),https://nobias-project.eu/RandomVariableAtom/RVA1333,2
USERCREDLAT(11046),https://nobias-project.eu/RandomVariableAtom/RVA1337,2
USERCREDLAT(11049),https://nobias-project.eu/RandomVariableAtom/RVA1342,2
USERCREDLAT(11061),https://nobias-project.eu/RandomVariableAtom/RVA1298,2
USERCREDLAT(11062),https://nobias-project.eu/RandomVariableAtom/RVA1300,2
USERCREDLAT(11070),https://nobias-project.eu/RandomVariableAtom/RVA1314,2
USERCREDLAT(11079),https://nobias-project.eu/RandomVariableAtom/RVA1323,2
USERCREDLAT(11080),https://nobias-project.eu/RandomVariableAtom/RVA1546,2
USERCREDLAT(11083),https://nobias-project.eu/RandomVariableAtom/RVA1549,2
USERCREDLAT(11088),https://nobias-project.eu/RandomVariableAtom/RVA1554,2
USERCREDLAT(11097),https://nobias-project.eu/RandomVariableAtom/RVA1581,2
USERCREDLAT(111),https://nobias-project.eu/RandomVariableAtom/RVA10219,2
USERCREDLAT(11101),https://nobias-project.eu/RandomVariableAtom/RVA1123,2
USERCREDLAT(11106),https://nobias-project.eu/RandomVariableAtom/RVA1138,2
USERCREDLAT(11109),https://nobias-project.eu/RandomVariableAtom/RVA1189,2
USERCREDLAT(11112),https://nobias-project.eu/RandomVariableAtom/RVA1166,2
USERCREDLAT(11122),https://nobias-project.eu/RandomVariableAtom/RVA788,2
USERCREDLAT(11126),https://nobias-project.eu/RandomVariableAtom/RVA800,2
USERCREDLAT(11132),https://nobias-project.eu/RandomVariableAtom/RVA821,2
USERCREDLAT(11134),https://nobias-project.eu/RandomVariableAtom/RVA827,2
USERCREDLAT(1114),https://nobias-project.eu/RandomVariableAtom/RVA983,2
USERCREDLAT(11143),https://nobias-project.eu/RandomVariableAtom/RVA742,2
USERCREDLAT(11151),https://nobias-project.eu/RandomVariableAtom/RVA760,2
USERCREDLAT(11152),https://nobias-project.eu/RandomVariableAtom/RVA762,2
USERCREDLAT(11156),https://nobias-project.eu/RandomVariableAtom/RVA769,2
USERCREDLAT(11161),https://nobias-project.eu/RandomVariableAtom/RVA707,2
USERCREDLAT(11165),https://nobias-project.eu/RandomVariableAtom/RVA715,2
USERCREDLAT(11168),https://nobias-project.eu/RandomVariableAtom/RVA720,2
USERCREDLAT(11169),https://nobias-project.eu/RandomVariableAtom/RVA722,2
USERCREDLAT(11171),https://nobias-project.eu/RandomVariableAtom/RVA726,2
USERCREDLAT(11172),https://nobias-project.eu/RandomVariableAtom/RVA727,2
USERCREDLAT(11174),https://nobias-project.eu/RandomVariableAtom/RVA729,2
USERCREDLAT(1118),https://nobias-project.eu/RandomVariableAtom/RVA973,2
USERCREDLAT(11183),https://nobias-project.eu/RandomVariableAtom/RVA687,2
USERCREDLAT(11215),https://nobias-project.eu/RandomVariableAtom/RVA599,2
USERCREDLAT(11229),https://nobias-project.eu/RandomVariableAtom/RVA553,2
USERCREDLAT(11231),https://nobias-project.eu/RandomVariableAtom/RVA530,2
USERCREDLAT(11244),https://nobias-project.eu/RandomVariableAtom/RVA116,2
USERCREDLAT(11246),https://nobias-project.eu/RandomVariableAtom/RVA120,2
USERCREDLAT(11252),https://nobias-project.eu/RandomVariableAtom/RVA144,2
USERCREDLAT(11258),https://nobias-project.eu/RandomVariableAtom/RVA157,2
USERCREDLAT(11259),https://nobias-project.eu/RandomVariableAtom/RVA160,2
USERCREDLAT(11262),https://nobias-project.eu/RandomVariableAtom/RVA60,2
USERCREDLAT(11288),https://nobias-project.eu/RandomVariableAtom/RVA23,2
USERCREDLAT(11289),https://nobias-project.eu/RandomVariableAtom/RVA26,2
USERCREDLAT(11290),https://nobias-project.eu/RandomVariableAtom/RVA32,2
USERCREDLAT(11292),https://nobias-project.eu/RandomVariableAtom/RVA36,2
USERCREDLAT(1130),https://nobias-project.eu/RandomVariableAtom/RVA1054,2
USERCREDLAT(11304),https://nobias-project.eu/RandomVariableAtom/RVA4786,2
USERCREDLAT(11310),https://nobias-project.eu/RandomVariableAtom/RVA4801,2
USERCREDLAT(11313),https://nobias-project.eu/RandomVariableAtom/RVA4810,2
USERCREDLAT(11314),https://nobias-project.eu/RandomVariableAtom/RVA4813,2
USERCREDLAT(1132),https://nobias-project.eu/RandomVariableAtom/RVA1049,2
USERCREDLAT(11320),https://nobias-project.eu/RandomVariableAtom/RVA4702,2
USERCREDLAT(11336),https://nobias-project.eu/RandomVariableAtom/RVA4758,2
USERCREDLAT(1135),https://nobias-project.eu/RandomVariableAtom/RVA1034,2
USERCREDLAT(11357),https://nobias-project.eu/RandomVariableAtom/RVA4688,2
USERCREDLAT(11362),https://nobias-project.eu/RandomVariableAtom/RVA4255,2
USERCREDLAT(11366),https://nobias-project.eu/RandomVariableAtom/RVA4266,2
USERCREDLAT(11367),https://nobias-project.eu/RandomVariableAtom/RVA4270,2
USERCREDLAT(11368),https://nobias-project.eu/RandomVariableAtom/RVA4273,2
USERCREDLAT(11369),https://nobias-project.eu/RandomVariableAtom/RVA4276,2
USERCREDLAT(11371),https://nobias-project.eu/RandomVariableAtom/RVA4281,2
USERCREDLAT(11385),https://nobias-project.eu/RandomVariableAtom/RVA4219,2
USERCREDLAT(11389),https://nobias-project.eu/RandomVariableAtom/RVA4226,2
USERCREDLAT(11392),https://nobias-project.eu/RandomVariableAtom/RVA4231,2
USERCREDLAT(11398),https://nobias-project.eu/RandomVariableAtom/RVA4244,2
USERCREDLAT(1141),https://nobias-project.eu/RandomVariableAtom/RVA1075,2
USERCREDLAT(11411),https://nobias-project.eu/RandomVariableAtom/RVA4160,2
USERCREDLAT(11412),https://nobias-project.eu/RandomVariableAtom/RVA4162,2
USERCREDLAT(11423),https://nobias-project.eu/RandomVariableAtom/RVA4100,2
USERCREDLAT(11426),https://nobias-project.eu/RandomVariableAtom/RVA4135,2
USERCREDLAT(11429),https://nobias-project.eu/RandomVariableAtom/RVA4140,2
USERCREDLAT(11434),https://nobias-project.eu/RandomVariableAtom/RVA4127,2
USERCREDLAT(11439),https://nobias-project.eu/RandomVariableAtom/RVA4057,2
USERCREDLAT(1145),https://nobias-project.eu/RandomVariableAtom/RVA1067,2
USERCREDLAT(11451),https://nobias-project.eu/RandomVariableAtom/RVA4064,2
USERCREDLAT(11452),https://nobias-project.eu/RandomVariableAtom/RVA4067,2
USERCREDLAT(11454),https://nobias-project.eu/RandomVariableAtom/RVA4073,2
USERCREDLAT(11455),https://nobias-project.eu/RandomVariableAtom/RVA4075,2
USERCREDLAT(11464),https://nobias-project.eu/RandomVariableAtom/RVA3986,2
USERCREDLAT(11470),https://nobias-project.eu/RandomVariableAtom/RVA4005,2
USERCREDLAT(11474),https://nobias-project.eu/RandomVariableAtom/RVA4013,2
USERCREDLAT(11480),https://nobias-project.eu/RandomVariableAtom/RVA3712,2
USERCREDLAT(11502),https://nobias-project.eu/RandomVariableAtom/RVA3388,2
USERCREDLAT(11504),https://nobias-project.eu/RandomVariableAtom/RVA3418,2
USERCREDLAT(11510),https://nobias-project.eu/RandomVariableAtom/RVA3408,2
USERCREDLAT(11513),https://nobias-project.eu/RandomVariableAtom/RVA3414,2
USERCREDLAT(11515),https://nobias-project.eu/RandomVariableAtom/RVA3647,2
USERCREDLAT(11520),https://nobias-project.eu/RandomVariableAtom/RVA3635,2
USERCREDLAT(11521),https://nobias-project.eu/RandomVariableAtom/RVA3637,2
USERCREDLAT(11528),https://nobias-project.eu/RandomVariableAtom/RVA3679,2
USERCREDLAT(11536),https://nobias-project.eu/RandomVariableAtom/RVA3590,2
USERCREDLAT(11550),https://nobias-project.eu/RandomVariableAtom/RVA3602,2
USERCREDLAT(11569),https://nobias-project.eu/RandomVariableAtom/RVA3566,2
USERCREDLAT(11578),https://nobias-project.eu/RandomVariableAtom/RVA3562,2
USERCREDLAT(11582),https://nobias-project.eu/RandomVariableAtom/RVA3475,2
USERCREDLAT(1161),https://nobias-project.eu/RandomVariableAtom/RVA1114,2
USERCREDLAT(11616),https://nobias-project.eu/RandomVariableAtom/RVA2907,2
USERCREDLAT(11630),https://nobias-project.eu/RandomVariableAtom/RVA2923,2
USERCREDLAT(11638),https://nobias-project.eu/RandomVariableAtom/RVA3151,2
USERCREDLAT(11641),https://nobias-project.eu/RandomVariableAtom/RVA3127,2
USERCREDLAT(11643),https://nobias-project.eu/RandomVariableAtom/RVA3134,2
USERCREDLAT(11654),https://nobias-project.eu/RandomVariableAtom/RVA3168,2
USERCREDLAT(11667),https://nobias-project.eu/RandomVariableAtom/RVA3090,2
USERCREDLAT(11673),https://nobias-project.eu/RandomVariableAtom/RVA3106,2
USERCREDLAT(11678),https://nobias-project.eu/RandomVariableAtom/RVA3117,2
USERCREDLAT(11694),https://nobias-project.eu/RandomVariableAtom/RVA3054,2
USERCREDLAT(11697),https://nobias-project.eu/RandomVariableAtom/RVA3061,2
USERCREDLAT(1170),https://nobias-project.eu/RandomVariableAtom/RVA1155,2
USERCREDLAT(11707),https://nobias-project.eu/RandomVariableAtom/RVA14173,2
USERCREDLAT(11729),https://nobias-project.eu/RandomVariableAtom/RVA14163,2
USERCREDLAT(11730),https://nobias-project.eu/RandomVariableAtom/RVA14150,2
USERCREDLAT(11732),https://nobias-project.eu/RandomVariableAtom/RVA14153,2
USERCREDLAT(11734),https://nobias-project.eu/RandomVariableAtom/RVA14106,2
USERCREDLAT(11741),https://nobias-project.eu/RandomVariableAtom/RVA14097,2
USERCREDLAT(11745),https://nobias-project.eu/RandomVariableAtom/RVA14129,2
USERCREDLAT(11747),https://nobias-project.eu/RandomVariableAtom/RVA14134,2
USERCREDLAT(11751),https://nobias-project.eu/RandomVariableAtom/RVA14120,2
USERCREDLAT(11764),https://nobias-project.eu/RandomVariableAtom/RVA14257,2
USERCREDLAT(11770),https://nobias-project.eu/RandomVariableAtom/RVA14272,2
USERCREDLAT(11771),https://nobias-project.eu/RandomVariableAtom/RVA14274,2
USERCREDLAT(11783),https://nobias-project.eu/RandomVariableAtom/RVA14212,2
USERCREDLAT(11786),https://nobias-project.eu/RandomVariableAtom/RVA14218,2
USERCREDLAT(11788),https://nobias-project.eu/RandomVariableAtom/RVA14222,2
USERCREDLAT(11790),https://nobias-project.eu/RandomVariableAtom/RVA14228,2
USERCREDLAT(11805),https://nobias-project.eu/RandomVariableAtom/RVA13918,2
USERCREDLAT(11809),https://nobias-project.eu/RandomVariableAtom/RVA13922,2
USERCREDLAT(11810),https://nobias-project.eu/RandomVariableAtom/RVA13912,2
USERCREDLAT(11812),https://nobias-project.eu/RandomVariableAtom/RVA13891,2
USERCREDLAT(11816),https://nobias-project.eu/RandomVariableAtom/RVA13895,2
USERCREDLAT(11819),https://nobias-project.eu/RandomVariableAtom/RVA13898,2
USERCREDLAT(11825),https://nobias-project.eu/RandomVariableAtom/RVA13907,2
USERCREDLAT(11826),https://nobias-project.eu/RandomVariableAtom/RVA13908,2
USERCREDLAT(11829),https://nobias-project.eu/RandomVariableAtom/RVA13911,2
USERCREDLAT(11831),https://nobias-project.eu/RandomVariableAtom/RVA13900,2
USERCREDLAT(11835),https://nobias-project.eu/RandomVariableAtom/RVA13856,2
USERCREDLAT(11840),https://nobias-project.eu/RandomVariableAtom/RVA13845,2
USERCREDLAT(11841),https://nobias-project.eu/RandomVariableAtom/RVA13847,2
USERCREDLAT(11842),https://nobias-project.eu/RandomVariableAtom/RVA13849,2
USERCREDLAT(11847),https://nobias-project.eu/RandomVariableAtom/RVA13881,2
USERCREDLAT(11853),https://nobias-project.eu/RandomVariableAtom/RVA13871,2
USERCREDLAT(11855),https://nobias-project.eu/RandomVariableAtom/RVA13812,2
USERCREDLAT(11856),https://nobias-project.eu/RandomVariableAtom/RVA13815,2
USERCREDLAT(11860),https://nobias-project.eu/RandomVariableAtom/RVA13801,2
USERCREDLAT(11862),https://nobias-project.eu/RandomVariableAtom/RVA13804,2
USERCREDLAT(11863),https://nobias-project.eu/RandomVariableAtom/RVA13806,2
USERCREDLAT(11867),https://nobias-project.eu/RandomVariableAtom/RVA13839,2
USERCREDLAT(11872),https://nobias-project.eu/RandomVariableAtom/RVA13826,2
USERCREDLAT(11873),https://nobias-project.eu/RandomVariableAtom/RVA13828,2
USERCREDLAT(11874),https://nobias-project.eu/RandomVariableAtom/RVA13831,2
USERCREDLAT(11888),https://nobias-project.eu/RandomVariableAtom/RVA13993,2
USERCREDLAT(11889),https://nobias-project.eu/RandomVariableAtom/RVA13995,2
USERCREDLAT(1189),https://nobias-project.eu/RandomVariableAtom/RVA1191,2
USERCREDLAT(1191),https://nobias-project.eu/RandomVariableAtom/RVA1229,2
USERCREDLAT(11920),https://nobias-project.eu/RandomVariableAtom/RVA13633,2
USERCREDLAT(11923),https://nobias-project.eu/RandomVariableAtom/RVA13649,2
USERCREDLAT(1194),https://nobias-project.eu/RandomVariableAtom/RVA1228,2
USERCREDLAT(1195),https://nobias-project.eu/RandomVariableAtom/RVA1225,2
USERCREDLAT(11950),https://nobias-project.eu/RandomVariableAtom/RVA13611,2
USERCREDLAT(11952),https://nobias-project.eu/RandomVariableAtom/RVA13614,2
USERCREDLAT(11954),https://nobias-project.eu/RandomVariableAtom/RVA13535,2
USERCREDLAT(11957),https://nobias-project.eu/RandomVariableAtom/RVA13542,2
USERCREDLAT(11958),https://nobias-project.eu/RandomVariableAtom/RVA13544,2
USERCREDLAT(11962),https://nobias-project.eu/RandomVariableAtom/RVA13530,2
USERCREDLAT(11963),https://nobias-project.eu/RandomVariableAtom/RVA13532,2
USERCREDLAT(11964),https://nobias-project.eu/RandomVariableAtom/RVA13533,2
USERCREDLAT(11966),https://nobias-project.eu/RandomVariableAtom/RVA13573,2
USERCREDLAT(11968),https://nobias-project.eu/RandomVariableAtom/RVA13577,2
USERCREDLAT(11978),https://nobias-project.eu/RandomVariableAtom/RVA13479,2
USERCREDLAT(1199),https://nobias-project.eu/RandomVariableAtom/RVA1222,2
USERCREDLAT(11994),https://nobias-project.eu/RandomVariableAtom/RVA13504,2
USERCREDLAT(11995),https://nobias-project.eu/RandomVariableAtom/RVA13506,2
USERCREDLAT(11996),https://nobias-project.eu/RandomVariableAtom/RVA13508,2
USERCREDLAT(1200),https://nobias-project.eu/RandomVariableAtom/RVA297,2
USERCREDLAT(12002),https://nobias-project.eu/RandomVariableAtom/RVA7646,2
USERCREDLAT(12008),https://nobias-project.eu/RandomVariableAtom/RVA7662,2
USERCREDLAT(1201),https://nobias-project.eu/RandomVariableAtom/RVA289,2
USERCREDLAT(12010),https://nobias-project.eu/RandomVariableAtom/RVA7563,2
USERCREDLAT(12012),https://nobias-project.eu/RandomVariableAtom/RVA7569,2
USERCREDLAT(12014),https://nobias-project.eu/RandomVariableAtom/RVA7574,2
USERCREDLAT(12020),https://nobias-project.eu/RandomVariableAtom/RVA7589,2
USERCREDLAT(12021),https://nobias-project.eu/RandomVariableAtom/RVA7596,2
USERCREDLAT(12037),https://nobias-project.eu/RandomVariableAtom/RVA7527,2
USERCREDLAT(12041),https://nobias-project.eu/RandomVariableAtom/RVA7541,2
USERCREDLAT(12049),https://nobias-project.eu/RandomVariableAtom/RVA7555,2
USERCREDLAT(12054),https://nobias-project.eu/RandomVariableAtom/RVA7759,2
USERCREDLAT(12059),https://nobias-project.eu/RandomVariableAtom/RVA7765,2
USERCREDLAT(12061),https://nobias-project.eu/RandomVariableAtom/RVA7783,2
USERCREDLAT(12063),https://nobias-project.eu/RandomVariableAtom/RVA7787,2
USERCREDLAT(12069),https://nobias-project.eu/RandomVariableAtom/RVA7797,2
USERCREDLAT(12071),https://nobias-project.eu/RandomVariableAtom/RVA7719,2
USERCREDLAT(12076),https://nobias-project.eu/RandomVariableAtom/RVA7726,2
USERCREDLAT(12077),https://nobias-project.eu/RandomVariableAtom/RVA7725,2
USERCREDLAT(12078),https://nobias-project.eu/RandomVariableAtom/RVA7728,2
USERCREDLAT(12079),https://nobias-project.eu/RandomVariableAtom/RVA7727,2
USERCREDLAT(12092),https://nobias-project.eu/RandomVariableAtom/RVA7710,2
USERCREDLAT(1210),https://nobias-project.eu/RandomVariableAtom/RVA325,2
USERCREDLAT(12104),https://nobias-project.eu/RandomVariableAtom/RVA7100,2
USERCREDLAT(12107),https://nobias-project.eu/RandomVariableAtom/RVA7105,2
USERCREDLAT(12110),https://nobias-project.eu/RandomVariableAtom/RVA7000,2
USERCREDLAT(12111),https://nobias-project.eu/RandomVariableAtom/RVA7007,2
USERCREDLAT(12112),https://nobias-project.eu/RandomVariableAtom/RVA7004,2
USERCREDLAT(12129),https://nobias-project.eu/RandomVariableAtom/RVA7054,2
USERCREDLAT(1214),https://nobias-project.eu/RandomVariableAtom/RVA311,2
USERCREDLAT(12150),https://nobias-project.eu/RandomVariableAtom/RVA6909,2
USERCREDLAT(12155),https://nobias-project.eu/RandomVariableAtom/RVA6922,2
USERCREDLAT(12160),https://nobias-project.eu/RandomVariableAtom/RVA6932,2
USERCREDLAT(12161),https://nobias-project.eu/RandomVariableAtom/RVA6930,2
USERCREDLAT(12162),https://nobias-project.eu/RandomVariableAtom/RVA6936,2
USERCREDLAT(12166),https://nobias-project.eu/RandomVariableAtom/RVA6945,2
USERCREDLAT(12179),https://nobias-project.eu/RandomVariableAtom/RVA7132,2
USERCREDLAT(12181),https://nobias-project.eu/RandomVariableAtom/RVA7142,2
USERCREDLAT(1219),https://nobias-project.eu/RandomVariableAtom/RVA303,2
USERCREDLAT(12204),https://nobias-project.eu/RandomVariableAtom/RVA2583,2
USERCREDLAT(12206),https://nobias-project.eu/RandomVariableAtom/RVA2589,2
USERCREDLAT(12212),https://nobias-project.eu/RandomVariableAtom/RVA2219,2
USERCREDLAT(1222),https://nobias-project.eu/RandomVariableAtom/RVA362,2
USERCREDLAT(12224),https://nobias-project.eu/RandomVariableAtom/RVA2252,2
USERCREDLAT(12225),https://nobias-project.eu/RandomVariableAtom/RVA2261,2
USERCREDLAT(12246),https://nobias-project.eu/RandomVariableAtom/RVA2198,2
USERCREDLAT(12252),https://nobias-project.eu/RandomVariableAtom/RVA2123,2
USERCREDLAT(12259),https://nobias-project.eu/RandomVariableAtom/RVA2133,2
USERCREDLAT(12293),https://nobias-project.eu/RandomVariableAtom/RVA2294,2
USERCREDLAT(12295),https://nobias-project.eu/RandomVariableAtom/RVA2296,2
USERCREDLAT(123),https://nobias-project.eu/RandomVariableAtom/RVA10248,2
USERCREDLAT(1230),https://nobias-project.eu/RandomVariableAtom/RVA393,2
USERCREDLAT(12303),https://nobias-project.eu/RandomVariableAtom/RVA2002,2
USERCREDLAT(1231),https://nobias-project.eu/RandomVariableAtom/RVA398,2
USERCREDLAT(12310),https://nobias-project.eu/RandomVariableAtom/RVA1854,2
USERCREDLAT(12326),https://nobias-project.eu/RandomVariableAtom/RVA1929,2
USERCREDLAT(1233),https://nobias-project.eu/RandomVariableAtom/RVA390,2
USERCREDLAT(12336),https://nobias-project.eu/RandomVariableAtom/RVA1447,2
USERCREDLAT(12341),https://nobias-project.eu/RandomVariableAtom/RVA1465,2
USERCREDLAT(12343),https://nobias-project.eu/RandomVariableAtom/RVA1471,2
USERCREDLAT(12344),https://nobias-project.eu/RandomVariableAtom/RVA1479,2
USERCREDLAT(12348),https://nobias-project.eu/RandomVariableAtom/RVA1491,2
USERCREDLAT(12356),https://nobias-project.eu/RandomVariableAtom/RVA1378,2
USERCREDLAT(12360),https://nobias-project.eu/RandomVariableAtom/RVA1398,2
USERCREDLAT(12361),https://nobias-project.eu/RandomVariableAtom/RVA1395,2
USERCREDLAT(12385),https://nobias-project.eu/RandomVariableAtom/RVA1351,2
USERCREDLAT(124),https://nobias-project.eu/RandomVariableAtom/RVA10247,2
USERCREDLAT(12401),https://nobias-project.eu/RandomVariableAtom/RVA1269,2
USERCREDLAT(12407),https://nobias-project.eu/RandomVariableAtom/RVA1219,2
USERCREDLAT(12410),https://nobias-project.eu/RandomVariableAtom/RVA1203,2
USERCREDLAT(12411),https://nobias-project.eu/RandomVariableAtom/RVA1201,2
USERCREDLAT(12416),https://nobias-project.eu/RandomVariableAtom/RVA1248,2
USERCREDLAT(12424),https://nobias-project.eu/RandomVariableAtom/RVA1238,2
USERCREDLAT(12429),https://nobias-project.eu/RandomVariableAtom/RVA1145,2
USERCREDLAT(12434),https://nobias-project.eu/RandomVariableAtom/RVA1134,2
USERCREDLAT(12438),https://nobias-project.eu/RandomVariableAtom/RVA1187,2
USERCREDLAT(12439),https://nobias-project.eu/RandomVariableAtom/RVA1185,2
USERCREDLAT(1244),https://nobias-project.eu/RandomVariableAtom/RVA413,2
USERCREDLAT(12442),https://nobias-project.eu/RandomVariableAtom/RVA1162,2
USERCREDLAT(12458),https://nobias-project.eu/RandomVariableAtom/RVA806,2
USERCREDLAT(12465),https://nobias-project.eu/RandomVariableAtom/RVA832,2
USERCREDLAT(12469),https://nobias-project.eu/RandomVariableAtom/RVA842,2
USERCREDLAT(12474),https://nobias-project.eu/RandomVariableAtom/RVA745,2
USERCREDLAT(12486),https://nobias-project.eu/RandomVariableAtom/RVA766,2
USERCREDLAT(12492),https://nobias-project.eu/RandomVariableAtom/RVA709,2
USERCREDLAT(12494),https://nobias-project.eu/RandomVariableAtom/RVA714,2
USERCREDLAT(12511),https://nobias-project.eu/RandomVariableAtom/RVA619,2
USERCREDLAT(12515),https://nobias-project.eu/RandomVariableAtom/RVA651,2
USERCREDLAT(12516),https://nobias-project.eu/RandomVariableAtom/RVA649,2
USERCREDLAT(1252),https://nobias-project.eu/RandomVariableAtom/RVA433,2
USERCREDLAT(12522),https://nobias-project.eu/RandomVariableAtom/RVA643,2
USERCREDLAT(12530),https://nobias-project.eu/RandomVariableAtom/RVA555,2
USERCREDLAT(12536),https://nobias-project.eu/RandomVariableAtom/RVA572,2
USERCREDLAT(12543),https://nobias-project.eu/RandomVariableAtom/RVA588,2
USERCREDLAT(12547),https://nobias-project.eu/RandomVariableAtom/RVA601,2
USERCREDLAT(12551),https://nobias-project.eu/RandomVariableAtom/RVA489,2
USERCREDLAT(12556),https://nobias-project.eu/RandomVariableAtom/RVA498,2
USERCREDLAT(1256),https://nobias-project.eu/RandomVariableAtom/RVA425,2
USERCREDLAT(12562),https://nobias-project.eu/RandomVariableAtom/RVA533,2
USERCREDLAT(12564),https://nobias-project.eu/RandomVariableAtom/RVA540,2
USERCREDLAT(12571),https://nobias-project.eu/RandomVariableAtom/RVA111,2
USERCREDLAT(1258),https://nobias-project.eu/RandomVariableAtom/RVA422,2
USERCREDLAT(12582),https://nobias-project.eu/RandomVariableAtom/RVA145,2
USERCREDLAT(12598),https://nobias-project.eu/RandomVariableAtom/RVA69,2
USERCREDLAT(1260),https://nobias-project.eu/RandomVariableAtom/RVA460,2
USERCREDLAT(12605),https://nobias-project.eu/RandomVariableAtom/RVA4846,2
USERCREDLAT(12615),https://nobias-project.eu/RandomVariableAtom/RVA4865,2
USERCREDLAT(12624),https://nobias-project.eu/RandomVariableAtom/RVA4861,2
USERCREDLAT(12627),https://nobias-project.eu/RandomVariableAtom/RVA4795,2
USERCREDLAT(1263),https://nobias-project.eu/RandomVariableAtom/RVA451,2
USERCREDLAT(12645),https://nobias-project.eu/RandomVariableAtom/RVA4817,2
USERCREDLAT(12656),https://nobias-project.eu/RandomVariableAtom/RVA4721,2
USERCREDLAT(12660),https://nobias-project.eu/RandomVariableAtom/RVA4732,2
USERCREDLAT(12665),https://nobias-project.eu/RandomVariableAtom/RVA4755,2
USERCREDLAT(12670),https://nobias-project.eu/RandomVariableAtom/RVA4635,2
USERCREDLAT(12681),https://nobias-project.eu/RandomVariableAtom/RVA4671,2
USERCREDLAT(12683),https://nobias-project.eu/RandomVariableAtom/RVA4678,2
USERCREDLAT(12685),https://nobias-project.eu/RandomVariableAtom/RVA4682,2
