term_id,coefficient,has_rva,Model,Dataset,Fold_number,fold_id
Term5634,1.0,RVA6673,Model2,Data1,1,Fold1
Term5635,1.0,RVA6615,Model2,Data1,1,Fold1
Term5635,1.0,RVA778,Model2,Data1,1,Fold1
Term5636,1.0,RVA6686,Model2,Data1,1,Fold1
Term5637,1.0,RVA6749,Model2,Data1,1,Fold1
Term5637,1.0,RVA5710,Model2,Data1,1,Fold1
Term5638,1.0,RVA6754,Model2,Data1,1,Fold1
Term5639,1.0,RVA6754,Model2,Data1,1,Fold1
Term5640,1.0,RVA6763,Model2,Data1,1,Fold1
Term5641,1.0,RVA6686,Model2,Data1,1,Fold1
Term5641,1.0,RVA8350,Model2,Data1,1,Fold1
Term5642,1.0,RVA6767,Model2,Data1,1,Fold1
Term5642,1.0,RVA844,Model2,Data1,1,Fold1
Term5643,1.0,RVA6772,Model2,Data1,1,Fold1
Term5644,1.0,RVA6722,Model2,Data1,1,Fold1
Term5645,1.0,RVA6775,Model2,Data1,1,Fold1
Term5645,1.0,RVA8368,Model2,Data1,1,Fold1
Term5646,1.0,RVA6769,Model2,Data1,1,Fold1
Term5646,1.0,RVA754,Model2,Data1,1,Fold1
Term5647,1.0,RVA6722,Model2,Data1,1,Fold1
Term5648,1.0,RVA6728,Model2,Data1,1,Fold1
Term5648,1.0,RVA5710,Model2,Data1,1,Fold1
Term5649,1.0,RVA6737,Model2,Data1,1,Fold1
Term5650,1.0,RVA6725,Model2,Data1,1,Fold1
Term5651,1.0,RVA6740,Model2,Data1,1,Fold1
Term5652,1.0,RVA6740,Model2,Data1,1,Fold1
Term5653,1.0,RVA6746,Model2,Data1,1,Fold1
Term5654,1.0,RVA6809,Model2,Data1,1,Fold1
Term5655,1.0,RVA6827,Model2,Data1,1,Fold1
Term5656,1.0,RVA6820,Model2,Data1,1,Fold1
Term5657,1.0,RVA6743,Model2,Data1,1,Fold1
Term5658,1.0,RVA6830,Model2,Data1,1,Fold1
Term5658,1.0,RVA9558,Model2,Data1,1,Fold1
Term5659,1.0,RVA6779,Model2,Data1,1,Fold1
Term5660,1.0,RVA6782,Model2,Data1,1,Fold1
Term5661,1.0,RVA6778,Model2,Data1,1,Fold1
Term5661,1.0,RVA9558,Model2,Data1,1,Fold1
Term5662,1.0,RVA6782,Model2,Data1,1,Fold1
Term5663,1.0,RVA6782,Model2,Data1,1,Fold1
Term5664,1.0,RVA6833,Model2,Data1,1,Fold1
Term5665,1.0,RVA6783,Model2,Data1,1,Fold1
Term5666,1.0,RVA6786,Model2,Data1,1,Fold1
Term5667,1.0,RVA6788,Model2,Data1,1,Fold1
Term5668,1.0,RVA6782,Model2,Data1,1,Fold1
Term5668,1.0,RVA8350,Model2,Data1,1,Fold1
Term5669,1.0,RVA6789,Model2,Data1,1,Fold1
Term5670,1.0,RVA6792,Model2,Data1,1,Fold1
Term5670,1.0,RVA9558,Model2,Data1,1,Fold1
Term5671,1.0,RVA6792,Model2,Data1,1,Fold1
Term5672,1.0,RVA6878,Model2,Data1,1,Fold1
Term5673,1.0,RVA6795,Model2,Data1,1,Fold1
Term5674,1.0,RVA6884,Model2,Data1,1,Fold1
Term5675,1.0,RVA6881,Model2,Data1,1,Fold1
Term5675,1.0,RVA8350,Model2,Data1,1,Fold1
Term5676,1.0,RVA6908,Model2,Data1,1,Fold1
Term5677,1.0,RVA6853,Model2,Data1,1,Fold1
Term5677,1.0,RVA8356,Model2,Data1,1,Fold1
Term5678,1.0,RVA6855,Model2,Data1,1,Fold1
Term5678,1.0,RVA724,Model2,Data1,1,Fold1
Term5679,1.0,RVA6857,Model2,Data1,1,Fold1
Term5680,1.0,RVA6908,Model2,Data1,1,Fold1
Term5680,1.0,RVA8350,Model2,Data1,1,Fold1
Term5681,1.0,RVA6861,Model2,Data1,1,Fold1
Term5681,1.0,RVA754,Model2,Data1,1,Fold1
Term5682,1.0,RVA6864,Model2,Data1,1,Fold1
Term5683,1.0,RVA6857,Model2,Data1,1,Fold1
Term5684,1.0,RVA6864,Model2,Data1,1,Fold1
Term5684,1.0,RVA5710,Model2,Data1,1,Fold1
Term5685,1.0,RVA6100,Model2,Data1,1,Fold1
Term5686,1.0,RVA6100,Model2,Data1,1,Fold1
Term5686,1.0,RVA5710,Model2,Data1,1,Fold1
Term5687,1.0,RVA6099,Model2,Data1,1,Fold1
Term5687,1.0,RVA8350,Model2,Data1,1,Fold1
Term5688,1.0,RVA6101,Model2,Data1,1,Fold1
Term5689,1.0,RVA6102,Model2,Data1,1,Fold1
Term5689,1.0,RVA5710,Model2,Data1,1,Fold1
Term5690,1.0,RVA6107,Model2,Data1,1,Fold1
Term5690,1.0,RVA5710,Model2,Data1,1,Fold1
Term5691,1.0,RVA6086,Model2,Data1,1,Fold1
Term5692,1.0,RVA6086,Model2,Data1,1,Fold1
Term5693,1.0,RVA6086,Model2,Data1,1,Fold1
Term5694,1.0,RVA6087,Model2,Data1,1,Fold1
Term5695,1.0,RVA6862,Model2,Data1,1,Fold1
Term5696,1.0,RVA6089,Model2,Data1,1,Fold1
Term5696,1.0,RVA8368,Model2,Data1,1,Fold1
Term5697,1.0,RVA6106,Model2,Data1,1,Fold1
Term5697,1.0,RVA9557,Model2,Data1,1,Fold1
Term5698,1.0,RVA6089,Model2,Data1,1,Fold1
Term5699,1.0,RVA6864,Model2,Data1,1,Fold1
Term5700,1.0,RVA6090,Model2,Data1,1,Fold1
Term5701,1.0,RVA6144,Model2,Data1,1,Fold1
Term5702,1.0,RVA6094,Model2,Data1,1,Fold1
Term5703,1.0,RVA6091,Model2,Data1,1,Fold1
Term5704,1.0,RVA6148,Model2,Data1,1,Fold1
Term5705,1.0,RVA6149,Model2,Data1,1,Fold1
Term5706,1.0,RVA6149,Model2,Data1,1,Fold1
Term5706,1.0,RVA777,Model2,Data1,1,Fold1
Term5707,1.0,RVA6089,Model2,Data1,1,Fold1
Term5707,1.0,RVA9558,Model2,Data1,1,Fold1
Term5708,1.0,RVA6149,Model2,Data1,1,Fold1
Term5709,1.0,RVA6149,Model2,Data1,1,Fold1
Term5710,1.0,RVA6146,Model2,Data1,1,Fold1
Term5711,1.0,RVA6151,Model2,Data1,1,Fold1
Term5712,1.0,RVA6149,Model2,Data1,1,Fold1
Term5712,1.0,RVA8368,Model2,Data1,1,Fold1
Term5713,1.0,RVA6153,Model2,Data1,1,Fold1
Term5714,1.0,RVA6153,Model2,Data1,1,Fold1
Term5714,1.0,RVA9558,Model2,Data1,1,Fold1
Term5715,1.0,RVA6114,Model2,Data1,1,Fold1
Term5716,1.0,RVA6116,Model2,Data1,1,Fold1
Term5717,1.0,RVA6154,Model2,Data1,1,Fold1
Term5718,1.0,RVA6114,Model2,Data1,1,Fold1
Term5718,1.0,RVA9560,Model2,Data1,1,Fold1
Term5719,1.0,RVA6119,Model2,Data1,1,Fold1
Term5719,1.0,RVA724,Model2,Data1,1,Fold1
Term5720,1.0,RVA6129,Model2,Data1,1,Fold1
Term5720,1.0,RVA9558,Model2,Data1,1,Fold1
Term5721,1.0,RVA6129,Model2,Data1,1,Fold1
Term5722,1.0,RVA6129,Model2,Data1,1,Fold1
Term5723,1.0,RVA6129,Model2,Data1,1,Fold1
Term5724,1.0,RVA6122,Model2,Data1,1,Fold1
Term5725,1.0,RVA6132,Model2,Data1,1,Fold1
Term5726,1.0,RVA6129,Model2,Data1,1,Fold1
Term5727,1.0,RVA6178,Model2,Data1,1,Fold1
Term5727,1.0,RVA5710,Model2,Data1,1,Fold1
Term5728,1.0,RVA6188,Model2,Data1,1,Fold1
Term5729,1.0,RVA6188,Model2,Data1,1,Fold1
Term5730,1.0,RVA6183,Model2,Data1,1,Fold1
Term5731,1.0,RVA6179,Model2,Data1,1,Fold1
Term5732,1.0,RVA6185,Model2,Data1,1,Fold1
Term5732,1.0,RVA5710,Model2,Data1,1,Fold1
Term5733,1.0,RVA6192,Model2,Data1,1,Fold1
Term5734,1.0,RVA6160,Model2,Data1,1,Fold1
Term5734,1.0,RVA8356,Model2,Data1,1,Fold1
Term5735,1.0,RVA6160,Model2,Data1,1,Fold1
Term5736,1.0,RVA6160,Model2,Data1,1,Fold1
Term5737,1.0,RVA6161,Model2,Data1,1,Fold1
Term5737,1.0,RVA845,Model2,Data1,1,Fold1
Term5738,1.0,RVA6160,Model2,Data1,1,Fold1
Term5738,1.0,RVA9558,Model2,Data1,1,Fold1
Term5739,1.0,RVA6163,Model2,Data1,1,Fold1
Term5739,1.0,RVA5710,Model2,Data1,1,Fold1
Term5740,1.0,RVA6163,Model2,Data1,1,Fold1
Term5741,1.0,RVA6170,Model2,Data1,1,Fold1
Term5741,1.0,RVA5710,Model2,Data1,1,Fold1
Term5742,1.0,RVA6163,Model2,Data1,1,Fold1
Term5742,1.0,RVA724,Model2,Data1,1,Fold1
Term5743,1.0,RVA6168,Model2,Data1,1,Fold1
Term5743,1.0,RVA9558,Model2,Data1,1,Fold1
Term5744,1.0,RVA6174,Model2,Data1,1,Fold1
Term5745,1.0,RVA6230,Model2,Data1,1,Fold1
Term5746,1.0,RVA6235,Model2,Data1,1,Fold1
Term5747,1.0,RVA6232,Model2,Data1,1,Fold1
Term5748,1.0,RVA6188,Model2,Data1,1,Fold1
Term5748,1.0,RVA9558,Model2,Data1,1,Fold1
Term5749,1.0,RVA6240,Model2,Data1,1,Fold1
Term5750,1.0,RVA6240,Model2,Data1,1,Fold1
Term5751,1.0,RVA6233,Model2,Data1,1,Fold1
Term5752,1.0,RVA6237,Model2,Data1,1,Fold1
Term5752,1.0,RVA8350,Model2,Data1,1,Fold1
Term5753,1.0,RVA6160,Model2,Data1,1,Fold1
Term5753,1.0,RVA777,Model2,Data1,1,Fold1
Term5754,1.0,RVA6240,Model2,Data1,1,Fold1
Term5754,1.0,RVA8356,Model2,Data1,1,Fold1
Term5755,1.0,RVA6243,Model2,Data1,1,Fold1
Term5756,1.0,RVA6245,Model2,Data1,1,Fold1
Term5756,1.0,RVA5710,Model2,Data1,1,Fold1
Term5757,1.0,RVA6199,Model2,Data1,1,Fold1
Term5758,1.0,RVA6198,Model2,Data1,1,Fold1
Term5758,1.0,RVA844,Model2,Data1,1,Fold1
Term5759,1.0,RVA6198,Model2,Data1,1,Fold1
Term5759,1.0,RVA845,Model2,Data1,1,Fold1
Term5760,1.0,RVA6201,Model2,Data1,1,Fold1
Term5760,1.0,RVA8356,Model2,Data1,1,Fold1
Term5761,1.0,RVA6214,Model2,Data1,1,Fold1
Term5762,1.0,RVA6206,Model2,Data1,1,Fold1
Term5763,1.0,RVA6212,Model2,Data1,1,Fold1
Term5763,1.0,RVA9558,Model2,Data1,1,Fold1
Term5764,1.0,RVA6214,Model2,Data1,1,Fold1
Term5765,1.0,RVA6215,Model2,Data1,1,Fold1
Term5765,1.0,RVA9558,Model2,Data1,1,Fold1
Term5766,1.0,RVA6289,Model2,Data1,1,Fold1
Term5766,1.0,RVA848,Model2,Data1,1,Fold1
Term5767,1.0,RVA6288,Model2,Data1,1,Fold1
Term5768,1.0,RVA6215,Model2,Data1,1,Fold1
Term5769,1.0,RVA6295,Model2,Data1,1,Fold1
Term5770,1.0,RVA6293,Model2,Data1,1,Fold1
Term5771,1.0,RVA6295,Model2,Data1,1,Fold1
Term5772,1.0,RVA6297,Model2,Data1,1,Fold1
Term5773,1.0,RVA6304,Model2,Data1,1,Fold1
Term5773,1.0,RVA5710,Model2,Data1,1,Fold1
Term5774,1.0,RVA6306,Model2,Data1,1,Fold1
Term5774,1.0,RVA5710,Model2,Data1,1,Fold1
Term5775,1.0,RVA6304,Model2,Data1,1,Fold1
Term5776,1.0,RVA6258,Model2,Data1,1,Fold1
Term5776,1.0,RVA5710,Model2,Data1,1,Fold1
Term5777,1.0,RVA6272,Model2,Data1,1,Fold1
Term5778,1.0,RVA6267,Model2,Data1,1,Fold1
Term5778,1.0,RVA5710,Model2,Data1,1,Fold1
Term5779,1.0,RVA6276,Model2,Data1,1,Fold1
Term5780,1.0,RVA6266,Model2,Data1,1,Fold1
Term5781,1.0,RVA5620,Model2,Data1,1,Fold1
Term5782,1.0,RVA5620,Model2,Data1,1,Fold1
Term5783,1.0,RVA5621,Model2,Data1,1,Fold1
Term5783,1.0,RVA778,Model2,Data1,1,Fold1
Term5784,1.0,RVA5623,Model2,Data1,1,Fold1
Term5785,1.0,RVA5622,Model2,Data1,1,Fold1
Term5785,1.0,RVA9560,Model2,Data1,1,Fold1
Term5786,1.0,RVA5624,Model2,Data1,1,Fold1
Term5787,1.0,RVA5624,Model2,Data1,1,Fold1
Term5788,1.0,RVA5624,Model2,Data1,1,Fold1
Term5788,1.0,RVA9558,Model2,Data1,1,Fold1
Term5789,1.0,RVA5625,Model2,Data1,1,Fold1
Term5790,1.0,RVA5614,Model2,Data1,1,Fold1
Term5791,1.0,RVA5615,Model2,Data1,1,Fold1
Term5791,1.0,RVA844,Model2,Data1,1,Fold1
Term5792,1.0,RVA5616,Model2,Data1,1,Fold1
Term5793,1.0,RVA5617,Model2,Data1,1,Fold1
Term5793,1.0,RVA724,Model2,Data1,1,Fold1
Term5794,1.0,RVA5615,Model2,Data1,1,Fold1
Term5794,1.0,RVA773,Model2,Data1,1,Fold1
Term5795,1.0,RVA5650,Model2,Data1,1,Fold1
Term5796,1.0,RVA5657,Model2,Data1,1,Fold1
Term5796,1.0,RVA5710,Model2,Data1,1,Fold1
Term5797,1.0,RVA5654,Model2,Data1,1,Fold1
Term5798,1.0,RVA5655,Model2,Data1,1,Fold1
Term5799,1.0,RVA5658,Model2,Data1,1,Fold1
Term5800,1.0,RVA5659,Model2,Data1,1,Fold1
Term5801,1.0,RVA5657,Model2,Data1,1,Fold1
Term5802,1.0,RVA5630,Model2,Data1,1,Fold1
Term5802,1.0,RVA9558,Model2,Data1,1,Fold1
Term5803,1.0,RVA5632,Model2,Data1,1,Fold1
Term5803,1.0,RVA8356,Model2,Data1,1,Fold1
Term5804,1.0,RVA5634,Model2,Data1,1,Fold1
Term5805,1.0,RVA5634,Model2,Data1,1,Fold1
Term5805,1.0,RVA5710,Model2,Data1,1,Fold1
Term5806,1.0,RVA5619,Model2,Data1,1,Fold1
Term5806,1.0,RVA778,Model2,Data1,1,Fold1
Term5807,1.0,RVA5639,Model2,Data1,1,Fold1
Term5808,1.0,RVA5632,Model2,Data1,1,Fold1
Term5809,1.0,RVA5644,Model2,Data1,1,Fold1
Term5810,1.0,RVA5642,Model2,Data1,1,Fold1
Term5811,1.0,RVA5646,Model2,Data1,1,Fold1
Term5812,1.0,RVA5647,Model2,Data1,1,Fold1
Term5813,1.0,RVA5693,Model2,Data1,1,Fold1
Term5814,1.0,RVA5695,Model2,Data1,1,Fold1
Term5814,1.0,RVA724,Model2,Data1,1,Fold1
Term5815,1.0,RVA5690,Model2,Data1,1,Fold1
Term5816,1.0,RVA5697,Model2,Data1,1,Fold1
Term5817,1.0,RVA5699,Model2,Data1,1,Fold1
Term5817,1.0,RVA8356,Model2,Data1,1,Fold1
Term5818,1.0,RVA5636,Model2,Data1,1,Fold1
Term5819,1.0,RVA5699,Model2,Data1,1,Fold1
Term5820,1.0,RVA5699,Model2,Data1,1,Fold1
Term5821,1.0,RVA5699,Model2,Data1,1,Fold1
Term5821,1.0,RVA8350,Model2,Data1,1,Fold1
Term5822,1.0,RVA5702,Model2,Data1,1,Fold1
Term5823,1.0,RVA5707,Model2,Data1,1,Fold1
Term5824,1.0,RVA5703,Model2,Data1,1,Fold1
Term5825,1.0,RVA5670,Model2,Data1,1,Fold1
Term5826,1.0,RVA5677,Model2,Data1,1,Fold1
Term5826,1.0,RVA778,Model2,Data1,1,Fold1
Term5827,1.0,RVA5697,Model2,Data1,1,Fold1
Term5828,1.0,RVA5670,Model2,Data1,1,Fold1
Term5829,1.0,RVA5685,Model2,Data1,1,Fold1
Term5830,1.0,RVA5680,Model2,Data1,1,Fold1
Term5831,1.0,RVA5750,Model2,Data1,1,Fold1
Term5831,1.0,RVA8411,Model2,Data1,1,Fold1
Term5832,1.0,RVA5683,Model2,Data1,1,Fold1
Term5832,1.0,RVA5710,Model2,Data1,1,Fold1
Term5833,1.0,RVA5747,Model2,Data1,1,Fold1
Term5833,1.0,RVA724,Model2,Data1,1,Fold1
Term5834,1.0,RVA5755,Model2,Data1,1,Fold1
Term5835,1.0,RVA5757,Model2,Data1,1,Fold1
Term5836,1.0,RVA5692,Model2,Data1,1,Fold1
Term5836,1.0,RVA773,Model2,Data1,1,Fold1
Term5837,1.0,RVA5753,Model2,Data1,1,Fold1
Term5838,1.0,RVA5711,Model2,Data1,1,Fold1
Term5839,1.0,RVA5727,Model2,Data1,1,Fold1
Term5840,1.0,RVA5715,Model2,Data1,1,Fold1
Term5841,1.0,RVA5753,Model2,Data1,1,Fold1
Term5842,1.0,RVA5717,Model2,Data1,1,Fold1
Term5843,1.0,RVA5801,Model2,Data1,1,Fold1
Term5844,1.0,RVA5801,Model2,Data1,1,Fold1
Term5845,1.0,RVA5723,Model2,Data1,1,Fold1
Term5845,1.0,RVA754,Model2,Data1,1,Fold1
Term5846,1.0,RVA5801,Model2,Data1,1,Fold1
Term5847,1.0,RVA5801,Model2,Data1,1,Fold1
Term5848,1.0,RVA5801,Model2,Data1,1,Fold1
Term5848,1.0,RVA8350,Model2,Data1,1,Fold1
Term5849,1.0,RVA5801,Model2,Data1,1,Fold1
Term5850,1.0,RVA5713,Model2,Data1,1,Fold1
Term5850,1.0,RVA844,Model2,Data1,1,Fold1
Term5851,1.0,RVA5801,Model2,Data1,1,Fold1
Term5852,1.0,RVA5805,Model2,Data1,1,Fold1
Term5853,1.0,RVA5801,Model2,Data1,1,Fold1
Term5853,1.0,RVA5710,Model2,Data1,1,Fold1
Term5854,1.0,RVA5807,Model2,Data1,1,Fold1
Term5855,1.0,RVA5814,Model2,Data1,1,Fold1
Term5856,1.0,RVA5812,Model2,Data1,1,Fold1
Term5857,1.0,RVA5713,Model2,Data1,1,Fold1
Term5857,1.0,RVA845,Model2,Data1,1,Fold1
Term5858,1.0,RVA5802,Model2,Data1,1,Fold1
Term5859,1.0,RVA5816,Model2,Data1,1,Fold1
Term5860,1.0,RVA5775,Model2,Data1,1,Fold1
Term5860,1.0,RVA724,Model2,Data1,1,Fold1
Term5861,1.0,RVA5783,Model2,Data1,1,Fold1
Term5862,1.0,RVA5789,Model2,Data1,1,Fold1
Term5863,1.0,RVA5787,Model2,Data1,1,Fold1
Term5863,1.0,RVA9560,Model2,Data1,1,Fold1
Term5864,1.0,RVA5101,Model2,Data1,1,Fold1
Term5865,1.0,RVA5784,Model2,Data1,1,Fold1
Term5865,1.0,RVA8350,Model2,Data1,1,Fold1
Term5866,1.0,RVA5102,Model2,Data1,1,Fold1
Term5867,1.0,RVA5101,Model2,Data1,1,Fold1
Term5868,1.0,RVA5101,Model2,Data1,1,Fold1
Term5869,1.0,RVA5103,Model2,Data1,1,Fold1
Term5870,1.0,RVA5105,Model2,Data1,1,Fold1
Term5870,1.0,RVA778,Model2,Data1,1,Fold1
Term5871,1.0,RVA5787,Model2,Data1,1,Fold1
Term5871,1.0,RVA8368,Model2,Data1,1,Fold1
Term5872,1.0,RVA5107,Model2,Data1,1,Fold1
Term5873,1.0,RVA5106,Model2,Data1,1,Fold1
Term5874,1.0,RVA5110,Model2,Data1,1,Fold1
Term5875,1.0,RVA5108,Model2,Data1,1,Fold1
Term5876,1.0,RVA5110,Model2,Data1,1,Fold1
Term5876,1.0,RVA5710,Model2,Data1,1,Fold1
Term5877,1.0,RVA5091,Model2,Data1,1,Fold1
Term5878,1.0,RVA5091,Model2,Data1,1,Fold1
Term5879,1.0,RVA5091,Model2,Data1,1,Fold1
Term5880,1.0,RVA5093,Model2,Data1,1,Fold1
Term5880,1.0,RVA777,Model2,Data1,1,Fold1
Term5881,1.0,RVA5092,Model2,Data1,1,Fold1
Term5881,1.0,RVA8405,Model2,Data1,1,Fold1
Term5882,1.0,RVA5092,Model2,Data1,1,Fold1
Term5883,1.0,RVA5093,Model2,Data1,1,Fold1
Term5884,1.0,RVA5093,Model2,Data1,1,Fold1
Term5885,1.0,RVA5093,Model2,Data1,1,Fold1
Term5886,1.0,RVA5093,Model2,Data1,1,Fold1
Term5887,1.0,RVA5093,Model2,Data1,1,Fold1
Term5888,1.0,RVA5094,Model2,Data1,1,Fold1
Term5889,1.0,RVA5093,Model2,Data1,1,Fold1
Term5890,1.0,RVA5095,Model2,Data1,1,Fold1
Term5891,1.0,RVA5097,Model2,Data1,1,Fold1
Term5892,1.0,RVA5100,Model2,Data1,1,Fold1
Term5892,1.0,RVA845,Model2,Data1,1,Fold1
Term5893,1.0,RVA5099,Model2,Data1,1,Fold1
Term5894,1.0,RVA5099,Model2,Data1,1,Fold1
Term5895,1.0,RVA5132,Model2,Data1,1,Fold1
Term5896,1.0,RVA5099,Model2,Data1,1,Fold1
Term5896,1.0,RVA8368,Model2,Data1,1,Fold1
Term5897,1.0,RVA5133,Model2,Data1,1,Fold1
Term5898,1.0,RVA5134,Model2,Data1,1,Fold1
Term5899,1.0,RVA5135,Model2,Data1,1,Fold1
Term5899,1.0,RVA5710,Model2,Data1,1,Fold1
Term5900,1.0,RVA5133,Model2,Data1,1,Fold1
Term5901,1.0,RVA5138,Model2,Data1,1,Fold1
Term5902,1.0,RVA5136,Model2,Data1,1,Fold1
Term5902,1.0,RVA845,Model2,Data1,1,Fold1
Term5903,1.0,RVA5113,Model2,Data1,1,Fold1
Term5904,1.0,RVA5113,Model2,Data1,1,Fold1
Term5905,1.0,RVA5114,Model2,Data1,1,Fold1
Term5906,1.0,RVA5139,Model2,Data1,1,Fold1
Term5906,1.0,RVA724,Model2,Data1,1,Fold1
Term5907,1.0,RVA5117,Model2,Data1,1,Fold1
Term5907,1.0,RVA778,Model2,Data1,1,Fold1
Term5908,1.0,RVA5114,Model2,Data1,1,Fold1
Term5909,1.0,RVA5126,Model2,Data1,1,Fold1
Term5910,1.0,RVA5126,Model2,Data1,1,Fold1
Term5911,1.0,RVA5139,Model2,Data1,1,Fold1
Term5911,1.0,RVA844,Model2,Data1,1,Fold1
Term5912,1.0,RVA5163,Model2,Data1,1,Fold1
Term5913,1.0,RVA5167,Model2,Data1,1,Fold1
Term5914,1.0,RVA5120,Model2,Data1,1,Fold1
Term5915,1.0,RVA5169,Model2,Data1,1,Fold1
Term5916,1.0,RVA5170,Model2,Data1,1,Fold1
Term5916,1.0,RVA778,Model2,Data1,1,Fold1
Term5917,1.0,RVA5172,Model2,Data1,1,Fold1
Term5918,1.0,RVA5141,Model2,Data1,1,Fold1
Term5919,1.0,RVA5161,Model2,Data1,1,Fold1
Term5919,1.0,RVA9558,Model2,Data1,1,Fold1
Term5920,1.0,RVA5144,Model2,Data1,1,Fold1
Term5921,1.0,RVA5143,Model2,Data1,1,Fold1
Term5922,1.0,RVA5146,Model2,Data1,1,Fold1
Term5923,1.0,RVA5155,Model2,Data1,1,Fold1
Term5923,1.0,RVA5710,Model2,Data1,1,Fold1
Term5924,1.0,RVA5157,Model2,Data1,1,Fold1
Term5925,1.0,RVA5144,Model2,Data1,1,Fold1
Term5925,1.0,RVA8355,Model2,Data1,1,Fold1
Term5926,1.0,RVA5214,Model2,Data1,1,Fold1
Term5927,1.0,RVA5179,Model2,Data1,1,Fold1
Term5927,1.0,RVA845,Model2,Data1,1,Fold1
Term5928,1.0,RVA5179,Model2,Data1,1,Fold1
Term5928,1.0,RVA844,Model2,Data1,1,Fold1
Term5929,1.0,RVA5216,Model2,Data1,1,Fold1
Term5930,1.0,RVA5220,Model2,Data1,1,Fold1
Term5930,1.0,RVA724,Model2,Data1,1,Fold1
Term5931,1.0,RVA5213,Model2,Data1,1,Fold1
Term5932,1.0,RVA5224,Model2,Data1,1,Fold1
Term5933,1.0,RVA5226,Model2,Data1,1,Fold1
Term5934,1.0,RVA5181,Model2,Data1,1,Fold1
Term5935,1.0,RVA5183,Model2,Data1,1,Fold1
Term5936,1.0,RVA5226,Model2,Data1,1,Fold1
Term5937,1.0,RVA5186,Model2,Data1,1,Fold1
Term5938,1.0,RVA5214,Model2,Data1,1,Fold1
Term5939,1.0,RVA5195,Model2,Data1,1,Fold1
Term5940,1.0,RVA5184,Model2,Data1,1,Fold1
Term5940,1.0,RVA778,Model2,Data1,1,Fold1
Term5941,1.0,RVA5196,Model2,Data1,1,Fold1
Term5942,1.0,RVA5195,Model2,Data1,1,Fold1
Term5942,1.0,RVA8350,Model2,Data1,1,Fold1
Term5943,1.0,RVA5192,Model2,Data1,1,Fold1
Term5943,1.0,RVA9558,Model2,Data1,1,Fold1
Term5944,1.0,RVA5274,Model2,Data1,1,Fold1
Term5945,1.0,RVA5270,Model2,Data1,1,Fold1
Term5945,1.0,RVA846,Model2,Data1,1,Fold1
Term5946,1.0,RVA5272,Model2,Data1,1,Fold1
Term5946,1.0,RVA5710,Model2,Data1,1,Fold1
Term5947,1.0,RVA5276,Model2,Data1,1,Fold1
Term5948,1.0,RVA5183,Model2,Data1,1,Fold1
Term5949,1.0,RVA5279,Model2,Data1,1,Fold1
Term5950,1.0,RVA5286,Model2,Data1,1,Fold1
Term5951,1.0,RVA5287,Model2,Data1,1,Fold1
Term5952,1.0,RVA5245,Model2,Data1,1,Fold1
Term5952,1.0,RVA8350,Model2,Data1,1,Fold1
Term5953,1.0,RVA5241,Model2,Data1,1,Fold1
Term5954,1.0,RVA5248,Model2,Data1,1,Fold1
Term5954,1.0,RVA8368,Model2,Data1,1,Fold1
Term5955,1.0,RVA5252,Model2,Data1,1,Fold1
Term5956,1.0,RVA5249,Model2,Data1,1,Fold1
Term5957,1.0,RVA5284,Model2,Data1,1,Fold1
Term5957,1.0,RVA778,Model2,Data1,1,Fold1
Term5958,1.0,RVA10709,Model2,Data1,1,Fold1
Term5959,1.0,RVA10712,Model2,Data1,1,Fold1
Term5960,1.0,RVA5254,Model2,Data1,1,Fold1
Term5960,1.0,RVA724,Model2,Data1,1,Fold1
Term5961,1.0,RVA10707,Model2,Data1,1,Fold1
Term5962,1.0,RVA10715,Model2,Data1,1,Fold1
Term5963,1.0,RVA5243,Model2,Data1,1,Fold1
Term5964,1.0,RVA10715,Model2,Data1,1,Fold1
Term5965,1.0,RVA10721,Model2,Data1,1,Fold1
Term5965,1.0,RVA5710,Model2,Data1,1,Fold1
Term5966,1.0,RVA10718,Model2,Data1,1,Fold1
Term5966,1.0,RVA836,Model2,Data1,1,Fold1
Term5967,1.0,RVA10787,Model2,Data1,1,Fold1
Term5968,1.0,RVA10790,Model2,Data1,1,Fold1
Term5968,1.0,RVA8356,Model2,Data1,1,Fold1
Term5969,1.0,RVA10799,Model2,Data1,1,Fold1
Term5970,1.0,RVA10793,Model2,Data1,1,Fold1
Term5971,1.0,RVA10796,Model2,Data1,1,Fold1
Term5972,1.0,RVA10799,Model2,Data1,1,Fold1
Term5973,1.0,RVA10799,Model2,Data1,1,Fold1
Term5974,1.0,RVA10799,Model2,Data1,1,Fold1
Term5975,1.0,RVA10799,Model2,Data1,1,Fold1
Term5976,1.0,RVA10726,Model2,Data1,1,Fold1
Term5976,1.0,RVA9558,Model2,Data1,1,Fold1
Term5977,1.0,RVA10802,Model2,Data1,1,Fold1
Term5978,1.0,RVA10799,Model2,Data1,1,Fold1
Term5978,1.0,RVA8405,Model2,Data1,1,Fold1
Term5979,1.0,RVA10799,Model2,Data1,1,Fold1
Term5980,1.0,RVA10802,Model2,Data1,1,Fold1
Term5981,1.0,RVA10805,Model2,Data1,1,Fold1
Term5981,1.0,RVA845,Model2,Data1,1,Fold1
Term5982,1.0,RVA10805,Model2,Data1,1,Fold1
Term5982,1.0,RVA844,Model2,Data1,1,Fold1
Term5983,1.0,RVA10812,Model2,Data1,1,Fold1
Term5983,1.0,RVA845,Model2,Data1,1,Fold1
