id,name,subClassOf,Model,Dataset,Fold_number,fold_id,value 
RVA11056,USERCREDLAT(6490),Atom5,Model2,Data1,1,Fold1,1.0
RVA11057,USERCREDLAT(5163),Atom5,Model2,Data1,1,Fold1,1.0
RVA11058,USERCREDLAT(6491),Atom5,Model2,Data1,1,Fold1,1.0
RVA11059,USERCREDLAT(5162),Atom5,Model2,Data1,1,Fold1,0.0
RVA11060,USERCREDLAT(6492),Atom5,Model2,Data1,1,Fold1,0.0
RVA11061,USERCREDLAT(5183),Atom5,Model2,Data1,1,Fold1,1.0
RVA11062,USERCREDLAT(5182),Atom5,Model2,Data1,1,Fold1,1.0
RVA11063,USERCREDLAT(5181),Atom5,Model2,Data1,1,Fold1,0.0
RVA11064,USERCREDLAT(5180),Atom5,Model2,Data1,1,Fold1,0.0
RVA11065,USERCREDLAT(5179),Atom5,Model2,Data1,1,Fold1,0.0
RVA11066,USERCREDLAT(5178),Atom5,Model2,Data1,1,Fold1,0.0
RVA11067,USERCREDLAT(5177),Atom5,Model2,Data1,1,Fold1,1.0
RVA11068,USERCREDLAT(5176),Atom5,Model2,Data1,1,Fold1,1.0
RVA11069,USERCREDLAT(5175),Atom5,Model2,Data1,1,Fold1,0.662
RVA11070,USERCREDLAT(5174),Atom5,Model2,Data1,1,Fold1,0.013
RVA11071,USERCREDLAT(5173),Atom5,Model2,Data1,1,Fold1,0.0
RVA11072,USERCREDLAT(5194),Atom5,Model2,Data1,1,Fold1,0.127
RVA11073,USERCREDLAT(5193),Atom5,Model2,Data1,1,Fold1,0.0
RVA11074,USERCREDLAT(5192),Atom5,Model2,Data1,1,Fold1,0.028
RVA11075,USERCREDLAT(5191),Atom5,Model2,Data1,1,Fold1,0.0
RVA11076,USERCREDLAT(5190),Atom5,Model2,Data1,1,Fold1,0.0
RVA11077,USERCREDLAT(5189),Atom5,Model2,Data1,1,Fold1,0.0
RVA11078,USERCREDLAT(5188),Atom5,Model2,Data1,1,Fold1,0.0
RVA11079,USERCREDLAT(5187),Atom5,Model2,Data1,1,Fold1,1.0
RVA11080,USERCREDLAT(5186),Atom5,Model2,Data1,1,Fold1,0.771
RVA11081,USERCREDLAT(5185),Atom5,Model2,Data1,1,Fold1,0.022
RVA11082,USERCREDLAT(5184),Atom5,Model2,Data1,1,Fold1,1.0
RVA11083,USERCREDLAT(5199),Atom5,Model2,Data1,1,Fold1,0.043
RVA11084,USERCREDLAT(5198),Atom5,Model2,Data1,1,Fold1,0.697
RVA11085,USERCREDLAT(5197),Atom5,Model2,Data1,1,Fold1,0.925
RVA11086,USERCREDLAT(5196),Atom5,Model2,Data1,1,Fold1,1.0
RVA11087,USERCREDLAT(5195),Atom5,Model2,Data1,1,Fold1,0.862
RVA11088,USERCREDLAT(15240),Atom5,Model2,Data1,1,Fold1,0.022
RVA11089,USERCREDLAT(15241),Atom5,Model2,Data1,1,Fold1,1.0
RVA11090,USERCREDLAT(15244),Atom5,Model2,Data1,1,Fold1,0.031
RVA11091,USERCREDLAT(15245),Atom5,Model2,Data1,1,Fold1,0.0
RVA11092,USERCREDLAT(15242),Atom5,Model2,Data1,1,Fold1,0.017
RVA11093,USERCREDLAT(15243),Atom5,Model2,Data1,1,Fold1,0.495
RVA11094,USERCREDLAT(15248),Atom5,Model2,Data1,1,Fold1,0.0
RVA11095,USERCREDLAT(15249),Atom5,Model2,Data1,1,Fold1,1.0
RVA11096,USERCREDLAT(15246),Atom5,Model2,Data1,1,Fold1,0.305
RVA11097,USERCREDLAT(15247),Atom5,Model2,Data1,1,Fold1,0.086
RVA11098,USERCREDLAT(15251),Atom5,Model2,Data1,1,Fold1,0.0
RVA11099,USERCREDLAT(15252),Atom5,Model2,Data1,1,Fold1,1.0
RVA11100,USERCREDLAT(15250),Atom5,Model2,Data1,1,Fold1,1.0
RVA11101,USERCREDLAT(15255),Atom5,Model2,Data1,1,Fold1,0.033
RVA11102,USERCREDLAT(15256),Atom5,Model2,Data1,1,Fold1,0.033
RVA11103,USERCREDLAT(15253),Atom5,Model2,Data1,1,Fold1,1.0
RVA11104,USERCREDLAT(15254),Atom5,Model2,Data1,1,Fold1,0.0
RVA11105,USERCREDLAT(15257),Atom5,Model2,Data1,1,Fold1,0.584
RVA11106,USERCREDLAT(15222),Atom5,Model2,Data1,1,Fold1,1.0
RVA11107,USERCREDLAT(15223),Atom5,Model2,Data1,1,Fold1,0.992
RVA11108,USERCREDLAT(15220),Atom5,Model2,Data1,1,Fold1,0.0
RVA11109,USERCREDLAT(15221),Atom5,Model2,Data1,1,Fold1,0.925
RVA11110,USERCREDLAT(15226),Atom5,Model2,Data1,1,Fold1,0.0
RVA11111,USERCREDLAT(15227),Atom5,Model2,Data1,1,Fold1,1.0
RVA11112,USERCREDLAT(15224),Atom5,Model2,Data1,1,Fold1,0.0
RVA11113,USERCREDLAT(15225),Atom5,Model2,Data1,1,Fold1,1.0
RVA11114,USERCREDLAT(15228),Atom5,Model2,Data1,1,Fold1,0.0
RVA11115,USERCREDLAT(15229),Atom5,Model2,Data1,1,Fold1,0.0
RVA11116,USERCREDLAT(15230),Atom5,Model2,Data1,1,Fold1,0.033
RVA11117,USERCREDLAT(15233),Atom5,Model2,Data1,1,Fold1,1.0
RVA11118,USERCREDLAT(15234),Atom5,Model2,Data1,1,Fold1,0.022
RVA11119,USERCREDLAT(15231),Atom5,Model2,Data1,1,Fold1,0.0
RVA11120,USERCREDLAT(15232),Atom5,Model2,Data1,1,Fold1,0.0
RVA11121,USERCREDLAT(15237),Atom5,Model2,Data1,1,Fold1,1.0
RVA11122,USERCREDLAT(15238),Atom5,Model2,Data1,1,Fold1,0.033
RVA11123,USERCREDLAT(15235),Atom5,Model2,Data1,1,Fold1,1.0
RVA11124,USERCREDLAT(15236),Atom5,Model2,Data1,1,Fold1,1.0
RVA11125,USERCREDLAT(15239),Atom5,Model2,Data1,1,Fold1,0.0
RVA11126,USERCREDLAT(15200),Atom5,Model2,Data1,1,Fold1,0.05
RVA11127,USERCREDLAT(15201),Atom5,Model2,Data1,1,Fold1,1.0
RVA11128,USERCREDLAT(15204),Atom5,Model2,Data1,1,Fold1,0.0
RVA11129,USERCREDLAT(15205),Atom5,Model2,Data1,1,Fold1,0.0
RVA11130,USERCREDLAT(15202),Atom5,Model2,Data1,1,Fold1,1.0
RVA11131,USERCREDLAT(15203),Atom5,Model2,Data1,1,Fold1,1.0
RVA11132,USERCREDLAT(15208),Atom5,Model2,Data1,1,Fold1,0.975
RVA11133,USERCREDLAT(15209),Atom5,Model2,Data1,1,Fold1,1.0
RVA11134,USERCREDLAT(15206),Atom5,Model2,Data1,1,Fold1,0.0
RVA11135,USERCREDLAT(15207),Atom5,Model2,Data1,1,Fold1,0.0
RVA11136,USERCREDLAT(15211),Atom5,Model2,Data1,1,Fold1,0.0
RVA11137,USERCREDLAT(15212),Atom5,Model2,Data1,1,Fold1,0.233
RVA11138,USERCREDLAT(15210),Atom5,Model2,Data1,1,Fold1,0.771
RVA11139,USERCREDLAT(15215),Atom5,Model2,Data1,1,Fold1,0.926
RVA11140,USERCREDLAT(15216),Atom5,Model2,Data1,1,Fold1,0.0
RVA11141,USERCREDLAT(15213),Atom5,Model2,Data1,1,Fold1,1.0
RVA11142,USERCREDLAT(15214),Atom5,Model2,Data1,1,Fold1,0.0
RVA11143,USERCREDLAT(15219),Atom5,Model2,Data1,1,Fold1,0.033
RVA11144,USERCREDLAT(15217),Atom5,Model2,Data1,1,Fold1,0.013
RVA11145,USERCREDLAT(15218),Atom5,Model2,Data1,1,Fold1,1.0
RVA11146,USERCREDLAT(807),Atom5,Model2,Data1,1,Fold1,0.0
RVA11147,USERCREDLAT(806),Atom5,Model2,Data1,1,Fold1,0.033
RVA11148,USERCREDLAT(805),Atom5,Model2,Data1,1,Fold1,1.0
RVA11149,USERCREDLAT(804),Atom5,Model2,Data1,1,Fold1,0.0
RVA11150,USERCREDLAT(803),Atom5,Model2,Data1,1,Fold1,0.0
RVA11151,USERCREDLAT(802),Atom5,Model2,Data1,1,Fold1,0.978
RVA11152,USERCREDLAT(801),Atom5,Model2,Data1,1,Fold1,0.033
RVA11153,USERCREDLAT(800),Atom5,Model2,Data1,1,Fold1,1.0
RVA11154,USERCREDLAT(809),Atom5,Model2,Data1,1,Fold1,0.0
RVA11155,USERCREDLAT(808),Atom5,Model2,Data1,1,Fold1,1.0
RVA11156,USERCREDLAT(810),Atom5,Model2,Data1,1,Fold1,1.0
RVA11157,USERCREDLAT(818),Atom5,Model2,Data1,1,Fold1,0.0
RVA11158,USERCREDLAT(817),Atom5,Model2,Data1,1,Fold1,1.0
RVA11159,USERCREDLAT(816),Atom5,Model2,Data1,1,Fold1,0.033
RVA11160,USERCREDLAT(815),Atom5,Model2,Data1,1,Fold1,1.0
RVA11161,USERCREDLAT(814),Atom5,Model2,Data1,1,Fold1,1.0
RVA11162,USERCREDLAT(813),Atom5,Model2,Data1,1,Fold1,0.0
RVA11163,USERCREDLAT(812),Atom5,Model2,Data1,1,Fold1,0.0
RVA11164,USERCREDLAT(811),Atom5,Model2,Data1,1,Fold1,0.0
RVA11165,USERCREDLAT(819),Atom5,Model2,Data1,1,Fold1,0.0
RVA11166,USERCREDLAT(821),Atom5,Model2,Data1,1,Fold1,0.043
RVA11167,USERCREDLAT(820),Atom5,Model2,Data1,1,Fold1,1.0
RVA11168,USERCREDLAT(829),Atom5,Model2,Data1,1,Fold1,1.0
RVA11169,USERCREDLAT(15185),Atom5,Model2,Data1,1,Fold1,1.0
RVA11170,USERCREDLAT(828),Atom5,Model2,Data1,1,Fold1,0.0
RVA11171,USERCREDLAT(15186),Atom5,Model2,Data1,1,Fold1,0.0
RVA11172,USERCREDLAT(827),Atom5,Model2,Data1,1,Fold1,0.154
RVA11173,USERCREDLAT(15183),Atom5,Model2,Data1,1,Fold1,1.0
RVA11174,USERCREDLAT(826),Atom5,Model2,Data1,1,Fold1,0.0
RVA11175,USERCREDLAT(15184),Atom5,Model2,Data1,1,Fold1,0.51
RVA11176,USERCREDLAT(15189),Atom5,Model2,Data1,1,Fold1,0.0
RVA11177,USERCREDLAT(825),Atom5,Model2,Data1,1,Fold1,1.0
RVA11178,USERCREDLAT(824),Atom5,Model2,Data1,1,Fold1,0.862
RVA11179,USERCREDLAT(823),Atom5,Model2,Data1,1,Fold1,0.889
RVA11180,USERCREDLAT(15187),Atom5,Model2,Data1,1,Fold1,0.0
RVA11181,USERCREDLAT(822),Atom5,Model2,Data1,1,Fold1,0.0
RVA11182,USERCREDLAT(15188),Atom5,Model2,Data1,1,Fold1,0.0
RVA11183,USERCREDLAT(7800),Atom5,Model2,Data1,1,Fold1,0.0
RVA11184,USERCREDLAT(7801),Atom5,Model2,Data1,1,Fold1,1.0
RVA11185,USERCREDLAT(7802),Atom5,Model2,Data1,1,Fold1,0.0
RVA11186,USERCREDLAT(7803),Atom5,Model2,Data1,1,Fold1,0.992
RVA11187,USERCREDLAT(7804),Atom5,Model2,Data1,1,Fold1,0.0
RVA11188,USERCREDLAT(7805),Atom5,Model2,Data1,1,Fold1,1.0
RVA11189,USERCREDLAT(7806),Atom5,Model2,Data1,1,Fold1,1.0
RVA11190,USERCREDLAT(7807),Atom5,Model2,Data1,1,Fold1,1.0
RVA11191,USERCREDLAT(7808),Atom5,Model2,Data1,1,Fold1,0.0
RVA11192,USERCREDLAT(7809),Atom5,Model2,Data1,1,Fold1,0.0
RVA11193,USERCREDLAT(832),Atom5,Model2,Data1,1,Fold1,0.0
RVA11194,USERCREDLAT(831),Atom5,Model2,Data1,1,Fold1,1.0
RVA11195,USERCREDLAT(830),Atom5,Model2,Data1,1,Fold1,0.022
RVA11196,USERCREDLAT(15181),Atom5,Model2,Data1,1,Fold1,1.0
RVA11197,USERCREDLAT(15182),Atom5,Model2,Data1,1,Fold1,1.0
RVA11198,USERCREDLAT(15180),Atom5,Model2,Data1,1,Fold1,1.0
RVA11199,USERCREDLAT(15196),Atom5,Model2,Data1,1,Fold1,0.212
RVA11200,USERCREDLAT(839),Atom5,Model2,Data1,1,Fold1,0.0
RVA11201,USERCREDLAT(15197),Atom5,Model2,Data1,1,Fold1,0.0
RVA11202,USERCREDLAT(838),Atom5,Model2,Data1,1,Fold1,0.013
RVA11203,USERCREDLAT(15194),Atom5,Model2,Data1,1,Fold1,0.705
RVA11204,USERCREDLAT(15195),Atom5,Model2,Data1,1,Fold1,0.0
RVA11205,USERCREDLAT(837),Atom5,Model2,Data1,1,Fold1,1.0
RVA11206,USERCREDLAT(836),Atom5,Model2,Data1,1,Fold1,0.0
RVA11207,USERCREDLAT(835),Atom5,Model2,Data1,1,Fold1,0.0
RVA11208,USERCREDLAT(15198),Atom5,Model2,Data1,1,Fold1,0.033
RVA11209,USERCREDLAT(834),Atom5,Model2,Data1,1,Fold1,1.0
RVA11210,USERCREDLAT(15199),Atom5,Model2,Data1,1,Fold1,0.0
RVA11211,USERCREDLAT(833),Atom5,Model2,Data1,1,Fold1,1.0
RVA11212,USERCREDLAT(843),Atom5,Model2,Data1,1,Fold1,1.0
RVA11213,USERCREDLAT(842),Atom5,Model2,Data1,1,Fold1,1.0
RVA11214,USERCREDLAT(841),Atom5,Model2,Data1,1,Fold1,0.0
RVA11215,USERCREDLAT(840),Atom5,Model2,Data1,1,Fold1,1.0
RVA11216,USERCREDLAT(15192),Atom5,Model2,Data1,1,Fold1,0.0
RVA11217,USERCREDLAT(15193),Atom5,Model2,Data1,1,Fold1,0.0
RVA11218,USERCREDLAT(15190),Atom5,Model2,Data1,1,Fold1,1.0
RVA11219,USERCREDLAT(15191),Atom5,Model2,Data1,1,Fold1,1.0
RVA11220,USERCREDLAT(15163),Atom5,Model2,Data1,1,Fold1,1.0
RVA11221,USERCREDLAT(15164),Atom5,Model2,Data1,1,Fold1,0.0
RVA11222,USERCREDLAT(849),Atom5,Model2,Data1,1,Fold1,0.033
RVA11223,USERCREDLAT(15161),Atom5,Model2,Data1,1,Fold1,0.031
RVA11224,USERCREDLAT(15162),Atom5,Model2,Data1,1,Fold1,0.557
RVA11225,USERCREDLAT(848),Atom5,Model2,Data1,1,Fold1,1.0
RVA11226,USERCREDLAT(847),Atom5,Model2,Data1,1,Fold1,1.0
RVA11227,USERCREDLAT(15167),Atom5,Model2,Data1,1,Fold1,1.0
RVA11228,USERCREDLAT(15168),Atom5,Model2,Data1,1,Fold1,0.0
RVA11229,USERCREDLAT(846),Atom5,Model2,Data1,1,Fold1,1.0
RVA11230,USERCREDLAT(845),Atom5,Model2,Data1,1,Fold1,0.0
RVA11231,USERCREDLAT(15165),Atom5,Model2,Data1,1,Fold1,1.0
RVA11232,USERCREDLAT(7820),Atom5,Model2,Data1,1,Fold1,0.0
RVA11233,USERCREDLAT(15166),Atom5,Model2,Data1,1,Fold1,0.0
RVA11234,USERCREDLAT(844),Atom5,Model2,Data1,1,Fold1,1.0
RVA11235,USERCREDLAT(7821),Atom5,Model2,Data1,1,Fold1,1.0
RVA11236,USERCREDLAT(7822),Atom5,Model2,Data1,1,Fold1,1.0
RVA11237,USERCREDLAT(15169),Atom5,Model2,Data1,1,Fold1,0.0
RVA11238,USERCREDLAT(7823),Atom5,Model2,Data1,1,Fold1,1.0
RVA11239,USERCREDLAT(7824),Atom5,Model2,Data1,1,Fold1,0.0
RVA11240,USERCREDLAT(7825),Atom5,Model2,Data1,1,Fold1,0.251
RVA11241,USERCREDLAT(7826),Atom5,Model2,Data1,1,Fold1,0.0
RVA11242,USERCREDLAT(7827),Atom5,Model2,Data1,1,Fold1,1.0
RVA11243,USERCREDLAT(7829),Atom5,Model2,Data1,1,Fold1,0.0
RVA11244,USERCREDLAT(854),Atom5,Model2,Data1,1,Fold1,0.0
RVA11245,USERCREDLAT(853),Atom5,Model2,Data1,1,Fold1,1.0
RVA11246,USERCREDLAT(852),Atom5,Model2,Data1,1,Fold1,1.0
RVA11247,USERCREDLAT(851),Atom5,Model2,Data1,1,Fold1,1.0
RVA11248,USERCREDLAT(850),Atom5,Model2,Data1,1,Fold1,1.0
RVA11249,USERCREDLAT(15160),Atom5,Model2,Data1,1,Fold1,1.0
RVA11250,USERCREDLAT(15174),Atom5,Model2,Data1,1,Fold1,0.0
RVA11251,USERCREDLAT(15175),Atom5,Model2,Data1,1,Fold1,0.0
RVA11252,USERCREDLAT(15172),Atom5,Model2,Data1,1,Fold1,0.017
RVA11253,USERCREDLAT(859),Atom5,Model2,Data1,1,Fold1,1.0
RVA11254,USERCREDLAT(15173),Atom5,Model2,Data1,1,Fold1,0.0
RVA11255,USERCREDLAT(858),Atom5,Model2,Data1,1,Fold1,0.0
RVA11256,USERCREDLAT(15178),Atom5,Model2,Data1,1,Fold1,1.0
RVA11257,USERCREDLAT(857),Atom5,Model2,Data1,1,Fold1,0.0
RVA11258,USERCREDLAT(15179),Atom5,Model2,Data1,1,Fold1,0.0
RVA11259,USERCREDLAT(856),Atom5,Model2,Data1,1,Fold1,0.233
RVA11260,USERCREDLAT(15176),Atom5,Model2,Data1,1,Fold1,0.0
RVA11261,USERCREDLAT(855),Atom5,Model2,Data1,1,Fold1,0.0
RVA11262,USERCREDLAT(15177),Atom5,Model2,Data1,1,Fold1,0.0
RVA11263,USERCREDLAT(7810),Atom5,Model2,Data1,1,Fold1,0.033
RVA11264,USERCREDLAT(7811),Atom5,Model2,Data1,1,Fold1,0.0
RVA11265,USERCREDLAT(7812),Atom5,Model2,Data1,1,Fold1,0.0
RVA11266,USERCREDLAT(7813),Atom5,Model2,Data1,1,Fold1,0.028
RVA11267,USERCREDLAT(7814),Atom5,Model2,Data1,1,Fold1,0.0
RVA11268,USERCREDLAT(7815),Atom5,Model2,Data1,1,Fold1,1.0
RVA11269,USERCREDLAT(7816),Atom5,Model2,Data1,1,Fold1,1.0
RVA11270,USERCREDLAT(7817),Atom5,Model2,Data1,1,Fold1,0.0
RVA11271,USERCREDLAT(7818),Atom5,Model2,Data1,1,Fold1,0.0
RVA11272,USERCREDLAT(7819),Atom5,Model2,Data1,1,Fold1,1.0
RVA11273,USERCREDLAT(865),Atom5,Model2,Data1,1,Fold1,0.0
RVA11274,USERCREDLAT(864),Atom5,Model2,Data1,1,Fold1,0.0
RVA11275,USERCREDLAT(863),Atom5,Model2,Data1,1,Fold1,0.0
RVA11276,USERCREDLAT(862),Atom5,Model2,Data1,1,Fold1,0.771
RVA11277,USERCREDLAT(861),Atom5,Model2,Data1,1,Fold1,0.0
RVA11278,USERCREDLAT(15170),Atom5,Model2,Data1,1,Fold1,0.0
RVA11279,USERCREDLAT(860),Atom5,Model2,Data1,1,Fold1,1.0
RVA11280,USERCREDLAT(15171),Atom5,Model2,Data1,1,Fold1,1.0
RVA11281,USERCREDLAT(869),Atom5,Model2,Data1,1,Fold1,0.0
RVA11282,USERCREDLAT(868),Atom5,Model2,Data1,1,Fold1,0.17
RVA11283,USERCREDLAT(7840),Atom5,Model2,Data1,1,Fold1,1.0
RVA11284,USERCREDLAT(867),Atom5,Model2,Data1,1,Fold1,0.0
RVA11285,USERCREDLAT(7841),Atom5,Model2,Data1,1,Fold1,0.771
RVA11286,USERCREDLAT(6510),Atom5,Model2,Data1,1,Fold1,1.0
RVA11287,USERCREDLAT(866),Atom5,Model2,Data1,1,Fold1,0.0
RVA11288,USERCREDLAT(6511),Atom5,Model2,Data1,1,Fold1,1.0
RVA11289,USERCREDLAT(7842),Atom5,Model2,Data1,1,Fold1,1.0
RVA11290,USERCREDLAT(6512),Atom5,Model2,Data1,1,Fold1,0.0
RVA11291,USERCREDLAT(7843),Atom5,Model2,Data1,1,Fold1,1.0
RVA11292,USERCREDLAT(6513),Atom5,Model2,Data1,1,Fold1,1.0
RVA11293,USERCREDLAT(7844),Atom5,Model2,Data1,1,Fold1,1.0
RVA11294,USERCREDLAT(6514),Atom5,Model2,Data1,1,Fold1,0.0
RVA11295,USERCREDLAT(7845),Atom5,Model2,Data1,1,Fold1,1.0
RVA11296,USERCREDLAT(6515),Atom5,Model2,Data1,1,Fold1,0.0
RVA11297,USERCREDLAT(7846),Atom5,Model2,Data1,1,Fold1,0.233
RVA11298,USERCREDLAT(7847),Atom5,Model2,Data1,1,Fold1,0.0
RVA11299,USERCREDLAT(6516),Atom5,Model2,Data1,1,Fold1,1.0
RVA11300,USERCREDLAT(6517),Atom5,Model2,Data1,1,Fold1,0.662
RVA11301,USERCREDLAT(7848),Atom5,Model2,Data1,1,Fold1,1.0
RVA11302,USERCREDLAT(6518),Atom5,Model2,Data1,1,Fold1,0.0
RVA11303,USERCREDLAT(7849),Atom5,Model2,Data1,1,Fold1,0.0
RVA11304,USERCREDLAT(6519),Atom5,Model2,Data1,1,Fold1,0.0
RVA11305,USERCREDLAT(876),Atom5,Model2,Data1,1,Fold1,1.0
RVA11306,USERCREDLAT(875),Atom5,Model2,Data1,1,Fold1,1.0
RVA11307,USERCREDLAT(874),Atom5,Model2,Data1,1,Fold1,0.713
RVA11308,USERCREDLAT(873),Atom5,Model2,Data1,1,Fold1,0.0
RVA11309,USERCREDLAT(872),Atom5,Model2,Data1,1,Fold1,0.0
RVA11310,USERCREDLAT(871),Atom5,Model2,Data1,1,Fold1,0.713
RVA11311,USERCREDLAT(870),Atom5,Model2,Data1,1,Fold1,1.0
RVA11312,USERCREDLAT(879),Atom5,Model2,Data1,1,Fold1,0.0
RVA11313,USERCREDLAT(878),Atom5,Model2,Data1,1,Fold1,0.0
RVA11314,USERCREDLAT(7830),Atom5,Model2,Data1,1,Fold1,0.0
RVA11315,USERCREDLAT(877),Atom5,Model2,Data1,1,Fold1,1.0
RVA11316,USERCREDLAT(6500),Atom5,Model2,Data1,1,Fold1,1.0
RVA11317,USERCREDLAT(7831),Atom5,Model2,Data1,1,Fold1,1.0
RVA11318,USERCREDLAT(6501),Atom5,Model2,Data1,1,Fold1,1.0
RVA11319,USERCREDLAT(7832),Atom5,Model2,Data1,1,Fold1,1.0
RVA11320,USERCREDLAT(6502),Atom5,Model2,Data1,1,Fold1,0.0
RVA11321,USERCREDLAT(7833),Atom5,Model2,Data1,1,Fold1,1.0
RVA11322,USERCREDLAT(6503),Atom5,Model2,Data1,1,Fold1,0.0
RVA11323,USERCREDLAT(7834),Atom5,Model2,Data1,1,Fold1,1.0
RVA11324,USERCREDLAT(6504),Atom5,Model2,Data1,1,Fold1,0.0
RVA11325,USERCREDLAT(7835),Atom5,Model2,Data1,1,Fold1,1.0
RVA11326,USERCREDLAT(7836),Atom5,Model2,Data1,1,Fold1,0.0
RVA11327,USERCREDLAT(6505),Atom5,Model2,Data1,1,Fold1,1.0
RVA11328,USERCREDLAT(6506),Atom5,Model2,Data1,1,Fold1,0.0
RVA11329,USERCREDLAT(7837),Atom5,Model2,Data1,1,Fold1,1.0
RVA11330,USERCREDLAT(7838),Atom5,Model2,Data1,1,Fold1,0.0
RVA11331,USERCREDLAT(6507),Atom5,Model2,Data1,1,Fold1,1.0
RVA11332,USERCREDLAT(6508),Atom5,Model2,Data1,1,Fold1,1.0
RVA11333,USERCREDLAT(7839),Atom5,Model2,Data1,1,Fold1,1.0
RVA11334,USERCREDLAT(6509),Atom5,Model2,Data1,1,Fold1,1.0
RVA11335,USERCREDLAT(887),Atom5,Model2,Data1,1,Fold1,0.436
RVA11336,USERCREDLAT(886),Atom5,Model2,Data1,1,Fold1,1.0
RVA11337,USERCREDLAT(885),Atom5,Model2,Data1,1,Fold1,1.0
RVA11338,USERCREDLAT(884),Atom5,Model2,Data1,1,Fold1,0.98
RVA11339,USERCREDLAT(883),Atom5,Model2,Data1,1,Fold1,1.0
RVA11340,USERCREDLAT(882),Atom5,Model2,Data1,1,Fold1,0.0
RVA11341,USERCREDLAT(881),Atom5,Model2,Data1,1,Fold1,0.0
RVA11342,USERCREDLAT(880),Atom5,Model2,Data1,1,Fold1,1.0
RVA11343,USERCREDLAT(7860),Atom5,Model2,Data1,1,Fold1,0.161
RVA11344,USERCREDLAT(6530),Atom5,Model2,Data1,1,Fold1,0.0
RVA11345,USERCREDLAT(7861),Atom5,Model2,Data1,1,Fold1,1.0
RVA11346,USERCREDLAT(6531),Atom5,Model2,Data1,1,Fold1,0.0
RVA11347,USERCREDLAT(7862),Atom5,Model2,Data1,1,Fold1,0.017
RVA11348,USERCREDLAT(889),Atom5,Model2,Data1,1,Fold1,0.0
RVA11349,USERCREDLAT(6532),Atom5,Model2,Data1,1,Fold1,0.0
RVA11350,USERCREDLAT(7863),Atom5,Model2,Data1,1,Fold1,0.0
RVA11351,USERCREDLAT(888),Atom5,Model2,Data1,1,Fold1,0.0
RVA11352,USERCREDLAT(6533),Atom5,Model2,Data1,1,Fold1,1.0
RVA11353,USERCREDLAT(7864),Atom5,Model2,Data1,1,Fold1,1.0
RVA11354,USERCREDLAT(6534),Atom5,Model2,Data1,1,Fold1,1.0
RVA11355,USERCREDLAT(7865),Atom5,Model2,Data1,1,Fold1,1.0
RVA11356,USERCREDLAT(7866),Atom5,Model2,Data1,1,Fold1,0.213
RVA11357,USERCREDLAT(6535),Atom5,Model2,Data1,1,Fold1,1.0
RVA11358,USERCREDLAT(6536),Atom5,Model2,Data1,1,Fold1,0.0
RVA11359,USERCREDLAT(7867),Atom5,Model2,Data1,1,Fold1,0.992
RVA11360,USERCREDLAT(6537),Atom5,Model2,Data1,1,Fold1,0.0
RVA11361,USERCREDLAT(7868),Atom5,Model2,Data1,1,Fold1,0.0
RVA11362,USERCREDLAT(6538),Atom5,Model2,Data1,1,Fold1,0.0
RVA11363,USERCREDLAT(7869),Atom5,Model2,Data1,1,Fold1,0.0
RVA11364,USERCREDLAT(6539),Atom5,Model2,Data1,1,Fold1,0.948
RVA11365,USERCREDLAT(890),Atom5,Model2,Data1,1,Fold1,1.0
RVA11366,USERCREDLAT(898),Atom5,Model2,Data1,1,Fold1,1.0
RVA11367,USERCREDLAT(897),Atom5,Model2,Data1,1,Fold1,0.017
RVA11368,USERCREDLAT(896),Atom5,Model2,Data1,1,Fold1,0.0
RVA11369,USERCREDLAT(895),Atom5,Model2,Data1,1,Fold1,1.0
RVA11370,USERCREDLAT(894),Atom5,Model2,Data1,1,Fold1,1.0
RVA11371,USERCREDLAT(893),Atom5,Model2,Data1,1,Fold1,0.0
RVA11372,USERCREDLAT(892),Atom5,Model2,Data1,1,Fold1,1.0
RVA11373,USERCREDLAT(891),Atom5,Model2,Data1,1,Fold1,0.0
RVA11374,USERCREDLAT(7850),Atom5,Model2,Data1,1,Fold1,0.0
RVA11375,USERCREDLAT(6520),Atom5,Model2,Data1,1,Fold1,0.23
RVA11376,USERCREDLAT(7851),Atom5,Model2,Data1,1,Fold1,0.0
RVA11377,USERCREDLAT(6521),Atom5,Model2,Data1,1,Fold1,0.108
RVA11378,USERCREDLAT(7852),Atom5,Model2,Data1,1,Fold1,0.0
RVA11379,USERCREDLAT(899),Atom5,Model2,Data1,1,Fold1,0.043
RVA11380,USERCREDLAT(6522),Atom5,Model2,Data1,1,Fold1,0.0
RVA11381,USERCREDLAT(7853),Atom5,Model2,Data1,1,Fold1,1.0
RVA11382,USERCREDLAT(6523),Atom5,Model2,Data1,1,Fold1,0.0
RVA11383,USERCREDLAT(7854),Atom5,Model2,Data1,1,Fold1,1.0
RVA11384,USERCREDLAT(6524),Atom5,Model2,Data1,1,Fold1,0.889
RVA11385,USERCREDLAT(7855),Atom5,Model2,Data1,1,Fold1,1.0
RVA11386,USERCREDLAT(6525),Atom5,Model2,Data1,1,Fold1,1.0
RVA11387,USERCREDLAT(7856),Atom5,Model2,Data1,1,Fold1,1.0
RVA11388,USERCREDLAT(6526),Atom5,Model2,Data1,1,Fold1,0.033
RVA11389,USERCREDLAT(7857),Atom5,Model2,Data1,1,Fold1,1.0
