AtomID,Argument,Position,Model,Dataset,Fold_number,fold_id
OBS6584,InstArg15190,1,Model2,Data1,1,Fold1
OBS6584,InstArg13052,2,Model2,Data1,1,Fold1
OBS6585,InstArg9558,1,Model2,Data1,1,Fold1
OBS6585,InstArg13050,2,Model2,Data1,1,Fold1
OBS6586,InstArg15196,1,Model2,Data1,1,Fold1
OBS6586,InstArg13056,2,Model2,Data1,1,Fold1
OBS6587,InstArg15187,1,Model2,Data1,1,Fold1
OBS6587,InstArg13052,2,Model2,Data1,1,Fold1
OBS6588,InstArg15192,1,Model2,Data1,1,Fold1
OBS6588,InstArg13062,2,Model2,Data1,1,Fold1
OBS6589,InstArg778,1,Model2,Data1,1,Fold1
OBS6589,InstArg12989,2,Model2,Data1,1,Fold1
OBS6590,InstArg15183,1,Model2,Data1,1,Fold1
OBS6590,InstArg13058,2,Model2,Data1,1,Fold1
OBS6591,InstArg15196,1,Model2,Data1,1,Fold1
OBS6591,InstArg13065,2,Model2,Data1,1,Fold1
OBS6592,InstArg15190,1,Model2,Data1,1,Fold1
OBS6592,InstArg13071,2,Model2,Data1,1,Fold1
OBS6593,InstArg15183,1,Model2,Data1,1,Fold1
OBS6593,InstArg13067,2,Model2,Data1,1,Fold1
OBS6594,InstArg15185,1,Model2,Data1,1,Fold1
OBS6594,InstArg12963,2,Model2,Data1,1,Fold1
OBS6595,InstArg15209,1,Model2,Data1,1,Fold1
OBS6595,InstArg13006,2,Model2,Data1,1,Fold1
OBS6596,InstArg15209,1,Model2,Data1,1,Fold1
OBS6596,InstArg13074,2,Model2,Data1,1,Fold1
OBS6597,InstArg15182,1,Model2,Data1,1,Fold1
OBS6597,InstArg12955,2,Model2,Data1,1,Fold1
OBS6598,InstArg15215,1,Model2,Data1,1,Fold1
OBS6598,InstArg13017,2,Model2,Data1,1,Fold1
OBS6599,InstArg15211,1,Model2,Data1,1,Fold1
OBS6599,InstArg13011,2,Model2,Data1,1,Fold1
OBS6600,InstArg5710,1,Model2,Data1,1,Fold1
OBS6600,InstArg13006,2,Model2,Data1,1,Fold1
OBS6601,InstArg8356,1,Model2,Data1,1,Fold1
OBS6601,InstArg13011,2,Model2,Data1,1,Fold1
OBS6602,InstArg15204,1,Model2,Data1,1,Fold1
OBS6602,InstArg13017,2,Model2,Data1,1,Fold1
OBS6603,InstArg15205,1,Model2,Data1,1,Fold1
OBS6603,InstArg13017,2,Model2,Data1,1,Fold1
OBS6604,InstArg15202,1,Model2,Data1,1,Fold1
OBS6604,InstArg13027,2,Model2,Data1,1,Fold1
OBS6605,InstArg15187,1,Model2,Data1,1,Fold1
OBS6605,InstArg13017,2,Model2,Data1,1,Fold1
OBS6606,InstArg15184,1,Model2,Data1,1,Fold1
OBS6606,InstArg13027,2,Model2,Data1,1,Fold1
OBS6607,InstArg8350,1,Model2,Data1,1,Fold1
OBS6607,InstArg13017,2,Model2,Data1,1,Fold1
OBS6608,InstArg15183,1,Model2,Data1,1,Fold1
OBS6608,InstArg13017,2,Model2,Data1,1,Fold1
OBS6609,InstArg15204,1,Model2,Data1,1,Fold1
OBS6609,InstArg13027,2,Model2,Data1,1,Fold1
OBS6610,InstArg15209,1,Model2,Data1,1,Fold1
OBS6610,InstArg13027,2,Model2,Data1,1,Fold1
OBS6611,InstArg8368,1,Model2,Data1,1,Fold1
OBS6611,InstArg13027,2,Model2,Data1,1,Fold1
OBS6612,InstArg5710,1,Model2,Data1,1,Fold1
OBS6612,InstArg13027,2,Model2,Data1,1,Fold1
OBS6613,InstArg15182,1,Model2,Data1,1,Fold1
OBS6613,InstArg13031,2,Model2,Data1,1,Fold1
OBS6614,InstArg15182,1,Model2,Data1,1,Fold1
OBS6614,InstArg13032,2,Model2,Data1,1,Fold1
OBS6615,InstArg15182,1,Model2,Data1,1,Fold1
OBS6615,InstArg12137,2,Model2,Data1,1,Fold1
OBS6616,InstArg15196,1,Model2,Data1,1,Fold1
OBS6616,InstArg13027,2,Model2,Data1,1,Fold1
OBS6617,InstArg9558,1,Model2,Data1,1,Fold1
OBS6617,InstArg12140,2,Model2,Data1,1,Fold1
OBS6618,InstArg15205,1,Model2,Data1,1,Fold1
OBS6618,InstArg12140,2,Model2,Data1,1,Fold1
OBS6619,InstArg8356,1,Model2,Data1,1,Fold1
OBS6619,InstArg12140,2,Model2,Data1,1,Fold1
OBS6620,InstArg8350,1,Model2,Data1,1,Fold1
OBS6620,InstArg12140,2,Model2,Data1,1,Fold1
OBS6621,InstArg15225,1,Model2,Data1,1,Fold1
OBS6621,InstArg12148,2,Model2,Data1,1,Fold1
OBS6622,InstArg15185,1,Model2,Data1,1,Fold1
OBS6622,InstArg12143,2,Model2,Data1,1,Fold1
OBS6623,InstArg8368,1,Model2,Data1,1,Fold1
OBS6623,InstArg12140,2,Model2,Data1,1,Fold1
OBS6624,InstArg15220,1,Model2,Data1,1,Fold1
OBS6624,InstArg12152,2,Model2,Data1,1,Fold1
OBS6625,InstArg8405,1,Model2,Data1,1,Fold1
OBS6625,InstArg12152,2,Model2,Data1,1,Fold1
OBS6626,InstArg15185,1,Model2,Data1,1,Fold1
OBS6626,InstArg12161,2,Model2,Data1,1,Fold1
OBS6627,InstArg15215,1,Model2,Data1,1,Fold1
OBS6627,InstArg12152,2,Model2,Data1,1,Fold1
OBS6628,InstArg15196,1,Model2,Data1,1,Fold1
OBS6628,InstArg12099,2,Model2,Data1,1,Fold1
OBS6629,InstArg15226,1,Model2,Data1,1,Fold1
OBS6629,InstArg12148,2,Model2,Data1,1,Fold1
OBS6630,InstArg5710,1,Model2,Data1,1,Fold1
OBS6630,InstArg12095,2,Model2,Data1,1,Fold1
OBS6631,InstArg5710,1,Model2,Data1,1,Fold1
OBS6631,InstArg12155,2,Model2,Data1,1,Fold1
OBS6632,InstArg15182,1,Model2,Data1,1,Fold1
OBS6632,InstArg12108,2,Model2,Data1,1,Fold1
OBS6633,InstArg15185,1,Model2,Data1,1,Fold1
OBS6633,InstArg12101,2,Model2,Data1,1,Fold1
OBS6634,InstArg846,1,Model2,Data1,1,Fold1
OBS6634,InstArg12110,2,Model2,Data1,1,Fold1
OBS6635,InstArg15192,1,Model2,Data1,1,Fold1
OBS6635,InstArg12117,2,Model2,Data1,1,Fold1
OBS6636,InstArg15183,1,Model2,Data1,1,Fold1
OBS6636,InstArg12114,2,Model2,Data1,1,Fold1
OBS6637,InstArg15194,1,Model2,Data1,1,Fold1
OBS6637,InstArg12131,2,Model2,Data1,1,Fold1
OBS6638,InstArg15209,1,Model2,Data1,1,Fold1
OBS6638,InstArg12196,2,Model2,Data1,1,Fold1
OBS6639,InstArg724,1,Model2,Data1,1,Fold1
OBS6639,InstArg12189,2,Model2,Data1,1,Fold1
OBS6640,InstArg15183,1,Model2,Data1,1,Fold1
OBS6640,InstArg12189,2,Model2,Data1,1,Fold1
OBS6641,InstArg15192,1,Model2,Data1,1,Fold1
OBS6641,InstArg12196,2,Model2,Data1,1,Fold1
OBS6642,InstArg8379,1,Model2,Data1,1,Fold1
OBS6642,InstArg12195,2,Model2,Data1,1,Fold1
OBS6643,InstArg15189,1,Model2,Data1,1,Fold1
OBS6643,InstArg12203,2,Model2,Data1,1,Fold1
OBS6644,InstArg15190,1,Model2,Data1,1,Fold1
OBS6644,InstArg12201,2,Model2,Data1,1,Fold1
OBS6645,InstArg15183,1,Model2,Data1,1,Fold1
OBS6645,InstArg12201,2,Model2,Data1,1,Fold1
OBS6646,InstArg15203,1,Model2,Data1,1,Fold1
OBS6646,InstArg12206,2,Model2,Data1,1,Fold1
OBS6647,InstArg8355,1,Model2,Data1,1,Fold1
OBS6647,InstArg12199,2,Model2,Data1,1,Fold1
OBS6648,InstArg15182,1,Model2,Data1,1,Fold1
OBS6648,InstArg12164,2,Model2,Data1,1,Fold1
OBS6649,InstArg15212,1,Model2,Data1,1,Fold1
OBS6649,InstArg12170,2,Model2,Data1,1,Fold1
OBS6650,InstArg15183,1,Model2,Data1,1,Fold1
OBS6650,InstArg12172,2,Model2,Data1,1,Fold1
OBS6651,InstArg15182,1,Model2,Data1,1,Fold1
OBS6651,InstArg12167,2,Model2,Data1,1,Fold1
OBS6652,InstArg15202,1,Model2,Data1,1,Fold1
OBS6652,InstArg12175,2,Model2,Data1,1,Fold1
OBS6653,InstArg15186,1,Model2,Data1,1,Fold1
OBS6653,InstArg12177,2,Model2,Data1,1,Fold1
OBS6654,InstArg15196,1,Model2,Data1,1,Fold1
OBS6654,InstArg12169,2,Model2,Data1,1,Fold1
OBS6655,InstArg8350,1,Model2,Data1,1,Fold1
OBS6655,InstArg12177,2,Model2,Data1,1,Fold1
OBS6656,InstArg15183,1,Model2,Data1,1,Fold1
OBS6656,InstArg12181,2,Model2,Data1,1,Fold1
OBS6657,InstArg778,1,Model2,Data1,1,Fold1
OBS6657,InstArg12178,2,Model2,Data1,1,Fold1
OBS6658,InstArg15199,1,Model2,Data1,1,Fold1
OBS6658,InstArg12182,2,Model2,Data1,1,Fold1
OBS6659,InstArg15183,1,Model2,Data1,1,Fold1
OBS6659,InstArg12227,2,Model2,Data1,1,Fold1
OBS6660,InstArg15192,1,Model2,Data1,1,Fold1
OBS6660,InstArg12223,2,Model2,Data1,1,Fold1
OBS6661,InstArg5710,1,Model2,Data1,1,Fold1
OBS6661,InstArg12220,2,Model2,Data1,1,Fold1
OBS6662,InstArg15190,1,Model2,Data1,1,Fold1
OBS6662,InstArg12223,2,Model2,Data1,1,Fold1
OBS6663,InstArg15187,1,Model2,Data1,1,Fold1
OBS6663,InstArg12185,2,Model2,Data1,1,Fold1
OBS6664,InstArg8355,1,Model2,Data1,1,Fold1
OBS6664,InstArg12230,2,Model2,Data1,1,Fold1
OBS6665,InstArg15196,1,Model2,Data1,1,Fold1
OBS6665,InstArg12226,2,Model2,Data1,1,Fold1
OBS6666,InstArg15185,1,Model2,Data1,1,Fold1
OBS6666,InstArg12232,2,Model2,Data1,1,Fold1
OBS6667,InstArg15190,1,Model2,Data1,1,Fold1
OBS6667,InstArg12343,2,Model2,Data1,1,Fold1
OBS6668,InstArg15215,1,Model2,Data1,1,Fold1
OBS6668,InstArg12348,2,Model2,Data1,1,Fold1
OBS6669,InstArg15202,1,Model2,Data1,1,Fold1
OBS6669,InstArg12348,2,Model2,Data1,1,Fold1
OBS6670,InstArg9558,1,Model2,Data1,1,Fold1
OBS6670,InstArg12348,2,Model2,Data1,1,Fold1
OBS6671,InstArg8378,1,Model2,Data1,1,Fold1
OBS6671,InstArg12343,2,Model2,Data1,1,Fold1
OBS6672,InstArg15213,1,Model2,Data1,1,Fold1
OBS6672,InstArg12348,2,Model2,Data1,1,Fold1
OBS6673,InstArg15181,1,Model2,Data1,1,Fold1
OBS6673,InstArg12350,2,Model2,Data1,1,Fold1
OBS6674,InstArg8356,1,Model2,Data1,1,Fold1
OBS6674,InstArg12348,2,Model2,Data1,1,Fold1
OBS6675,InstArg15203,1,Model2,Data1,1,Fold1
OBS6675,InstArg12348,2,Model2,Data1,1,Fold1
OBS6676,InstArg8356,1,Model2,Data1,1,Fold1
OBS6676,InstArg12362,2,Model2,Data1,1,Fold1
OBS6677,InstArg15208,1,Model2,Data1,1,Fold1
OBS6677,InstArg12360,2,Model2,Data1,1,Fold1
OBS6678,InstArg15202,1,Model2,Data1,1,Fold1
OBS6678,InstArg12358,2,Model2,Data1,1,Fold1
OBS6679,InstArg5710,1,Model2,Data1,1,Fold1
OBS6679,InstArg12422,2,Model2,Data1,1,Fold1
OBS6680,InstArg15182,1,Model2,Data1,1,Fold1
OBS6680,InstArg12428,2,Model2,Data1,1,Fold1
OBS6681,InstArg15190,1,Model2,Data1,1,Fold1
OBS6681,InstArg12425,2,Model2,Data1,1,Fold1
OBS6682,InstArg15183,1,Model2,Data1,1,Fold1
OBS6682,InstArg12436,2,Model2,Data1,1,Fold1
OBS6683,InstArg9558,1,Model2,Data1,1,Fold1
OBS6683,InstArg12440,2,Model2,Data1,1,Fold1
OBS6684,InstArg15190,1,Model2,Data1,1,Fold1
OBS6684,InstArg12440,2,Model2,Data1,1,Fold1
OBS6685,InstArg15184,1,Model2,Data1,1,Fold1
OBS6685,InstArg12440,2,Model2,Data1,1,Fold1
OBS6686,InstArg15187,1,Model2,Data1,1,Fold1
OBS6686,InstArg12430,2,Model2,Data1,1,Fold1
OBS6687,InstArg15200,1,Model2,Data1,1,Fold1
OBS6687,InstArg12440,2,Model2,Data1,1,Fold1
OBS6688,InstArg8350,1,Model2,Data1,1,Fold1
OBS6688,InstArg12440,2,Model2,Data1,1,Fold1
OBS6689,InstArg15187,1,Model2,Data1,1,Fold1
OBS6689,InstArg12440,2,Model2,Data1,1,Fold1
OBS6690,InstArg15183,1,Model2,Data1,1,Fold1
OBS6690,InstArg12398,2,Model2,Data1,1,Fold1
OBS6691,InstArg15181,1,Model2,Data1,1,Fold1
OBS6691,InstArg12395,2,Model2,Data1,1,Fold1
OBS6692,InstArg15190,1,Model2,Data1,1,Fold1
OBS6692,InstArg12402,2,Model2,Data1,1,Fold1
OBS6693,InstArg15187,1,Model2,Data1,1,Fold1
OBS6693,InstArg12391,2,Model2,Data1,1,Fold1
OBS6694,InstArg15194,1,Model2,Data1,1,Fold1
OBS6694,InstArg12402,2,Model2,Data1,1,Fold1
OBS6695,InstArg15183,1,Model2,Data1,1,Fold1
OBS6695,InstArg12402,2,Model2,Data1,1,Fold1
OBS6696,InstArg15183,1,Model2,Data1,1,Fold1
OBS6696,InstArg12406,2,Model2,Data1,1,Fold1
OBS6697,InstArg15185,1,Model2,Data1,1,Fold1
OBS6697,InstArg12404,2,Model2,Data1,1,Fold1
OBS6698,InstArg9558,1,Model2,Data1,1,Fold1
OBS6698,InstArg12410,2,Model2,Data1,1,Fold1
OBS6699,InstArg15183,1,Model2,Data1,1,Fold1
OBS6699,InstArg12410,2,Model2,Data1,1,Fold1
OBS6700,InstArg15183,1,Model2,Data1,1,Fold1
OBS6700,InstArg12440,2,Model2,Data1,1,Fold1
OBS6701,InstArg15182,1,Model2,Data1,1,Fold1
OBS6701,InstArg12495,2,Model2,Data1,1,Fold1
OBS6702,InstArg15192,1,Model2,Data1,1,Fold1
OBS6702,InstArg12498,2,Model2,Data1,1,Fold1
OBS6703,InstArg15204,1,Model2,Data1,1,Fold1
OBS6703,InstArg12506,2,Model2,Data1,1,Fold1
OBS6704,InstArg5710,1,Model2,Data1,1,Fold1
OBS6704,InstArg12520,2,Model2,Data1,1,Fold1
OBS6705,InstArg15209,1,Model2,Data1,1,Fold1
OBS6705,InstArg12515,2,Model2,Data1,1,Fold1
OBS6706,InstArg15183,1,Model2,Data1,1,Fold1
OBS6706,InstArg12461,2,Model2,Data1,1,Fold1
OBS6707,InstArg778,1,Model2,Data1,1,Fold1
OBS6707,InstArg12518,2,Model2,Data1,1,Fold1
OBS6708,InstArg15183,1,Model2,Data1,1,Fold1
OBS6708,InstArg12466,2,Model2,Data1,1,Fold1
OBS6709,InstArg5710,1,Model2,Data1,1,Fold1
OBS6709,InstArg12455,2,Model2,Data1,1,Fold1
OBS6710,InstArg15183,1,Model2,Data1,1,Fold1
OBS6710,InstArg12475,2,Model2,Data1,1,Fold1
OBS6711,InstArg5710,1,Model2,Data1,1,Fold1
OBS6711,InstArg12502,2,Model2,Data1,1,Fold1
OBS6712,InstArg15194,1,Model2,Data1,1,Fold1
OBS6712,InstArg12481,2,Model2,Data1,1,Fold1
OBS6713,InstArg15183,1,Model2,Data1,1,Fold1
OBS6713,InstArg12478,2,Model2,Data1,1,Fold1
OBS6714,InstArg15192,1,Model2,Data1,1,Fold1
OBS6714,InstArg12586,2,Model2,Data1,1,Fold1
OBS6715,InstArg5710,1,Model2,Data1,1,Fold1
OBS6715,InstArg12580,2,Model2,Data1,1,Fold1
OBS6716,InstArg15190,1,Model2,Data1,1,Fold1
OBS6716,InstArg12576,2,Model2,Data1,1,Fold1
OBS6717,InstArg15184,1,Model2,Data1,1,Fold1
OBS6717,InstArg12588,2,Model2,Data1,1,Fold1
OBS6718,InstArg5710,1,Model2,Data1,1,Fold1
OBS6718,InstArg12586,2,Model2,Data1,1,Fold1
OBS6719,InstArg15183,1,Model2,Data1,1,Fold1
OBS6719,InstArg12592,2,Model2,Data1,1,Fold1
OBS6720,InstArg5710,1,Model2,Data1,1,Fold1
OBS6720,InstArg12576,2,Model2,Data1,1,Fold1
OBS6721,InstArg15192,1,Model2,Data1,1,Fold1
OBS6721,InstArg12599,2,Model2,Data1,1,Fold1
OBS6722,InstArg15190,1,Model2,Data1,1,Fold1
OBS6722,InstArg12534,2,Model2,Data1,1,Fold1
OBS6723,InstArg15187,1,Model2,Data1,1,Fold1
OBS6723,InstArg12461,2,Model2,Data1,1,Fold1
OBS6724,InstArg845,1,Model2,Data1,1,Fold1
OBS6724,InstArg12595,2,Model2,Data1,1,Fold1
OBS6725,InstArg15192,1,Model2,Data1,1,Fold1
OBS6725,InstArg12546,2,Model2,Data1,1,Fold1
OBS6726,InstArg15209,1,Model2,Data1,1,Fold1
OBS6726,InstArg12537,2,Model2,Data1,1,Fold1
OBS6727,InstArg15187,1,Model2,Data1,1,Fold1
OBS6727,InstArg12552,2,Model2,Data1,1,Fold1
OBS6728,InstArg15182,1,Model2,Data1,1,Fold1
OBS6728,InstArg12539,2,Model2,Data1,1,Fold1
OBS6729,InstArg15182,1,Model2,Data1,1,Fold1
OBS6729,InstArg12555,2,Model2,Data1,1,Fold1
OBS6730,InstArg778,1,Model2,Data1,1,Fold1
OBS6730,InstArg11546,2,Model2,Data1,1,Fold1
OBS6731,InstArg724,1,Model2,Data1,1,Fold1
OBS6731,InstArg12561,2,Model2,Data1,1,Fold1
OBS6732,InstArg9558,1,Model2,Data1,1,Fold1
OBS6732,InstArg11548,2,Model2,Data1,1,Fold1
OBS6733,InstArg15182,1,Model2,Data1,1,Fold1
OBS6733,InstArg11549,2,Model2,Data1,1,Fold1
OBS6734,InstArg5710,1,Model2,Data1,1,Fold1
OBS6734,InstArg12599,2,Model2,Data1,1,Fold1
OBS6735,InstArg15210,1,Model2,Data1,1,Fold1
OBS6735,InstArg12534,2,Model2,Data1,1,Fold1
OBS6736,InstArg15182,1,Model2,Data1,1,Fold1
OBS6736,InstArg11561,2,Model2,Data1,1,Fold1
OBS6737,InstArg15182,1,Model2,Data1,1,Fold1
OBS6737,InstArg11558,2,Model2,Data1,1,Fold1
OBS6738,InstArg778,1,Model2,Data1,1,Fold1
OBS6738,InstArg11556,2,Model2,Data1,1,Fold1
OBS6739,InstArg9558,1,Model2,Data1,1,Fold1
OBS6739,InstArg11563,2,Model2,Data1,1,Fold1
OBS6740,InstArg15217,1,Model2,Data1,1,Fold1
OBS6740,InstArg11563,2,Model2,Data1,1,Fold1
OBS6741,InstArg15209,1,Model2,Data1,1,Fold1
OBS6741,InstArg11563,2,Model2,Data1,1,Fold1
OBS6742,InstArg15210,1,Model2,Data1,1,Fold1
OBS6742,InstArg11525,2,Model2,Data1,1,Fold1
OBS6743,InstArg8357,1,Model2,Data1,1,Fold1
OBS6743,InstArg11526,2,Model2,Data1,1,Fold1
OBS6744,InstArg15183,1,Model2,Data1,1,Fold1
OBS6744,InstArg11521,2,Model2,Data1,1,Fold1
OBS6745,InstArg15218,1,Model2,Data1,1,Fold1
OBS6745,InstArg11598,2,Model2,Data1,1,Fold1
OBS6746,InstArg15182,1,Model2,Data1,1,Fold1
OBS6746,InstArg11606,2,Model2,Data1,1,Fold1
OBS6747,InstArg15233,1,Model2,Data1,1,Fold1
OBS6747,InstArg11526,2,Model2,Data1,1,Fold1
OBS6748,InstArg15194,1,Model2,Data1,1,Fold1
OBS6748,InstArg11602,2,Model2,Data1,1,Fold1
OBS6749,InstArg15181,1,Model2,Data1,1,Fold1
OBS6749,InstArg11610,2,Model2,Data1,1,Fold1
OBS6750,InstArg15185,1,Model2,Data1,1,Fold1
OBS6750,InstArg11608,2,Model2,Data1,1,Fold1
OBS6751,InstArg8355,1,Model2,Data1,1,Fold1
OBS6751,InstArg11613,2,Model2,Data1,1,Fold1
OBS6752,InstArg5710,1,Model2,Data1,1,Fold1
OBS6752,InstArg11615,2,Model2,Data1,1,Fold1
OBS6753,InstArg15196,1,Model2,Data1,1,Fold1
OBS6753,InstArg11832,2,Model2,Data1,1,Fold1
OBS6754,InstArg15199,1,Model2,Data1,1,Fold1
OBS6754,InstArg11834,2,Model2,Data1,1,Fold1
OBS6755,InstArg8356,1,Model2,Data1,1,Fold1
OBS6755,InstArg11830,2,Model2,Data1,1,Fold1
OBS6756,InstArg844,1,Model2,Data1,1,Fold1
OBS6756,InstArg11836,2,Model2,Data1,1,Fold1
OBS6757,InstArg15181,1,Model2,Data1,1,Fold1
OBS6757,InstArg11838,2,Model2,Data1,1,Fold1
OBS6758,InstArg15182,1,Model2,Data1,1,Fold1
OBS6758,InstArg11892,2,Model2,Data1,1,Fold1
OBS6759,InstArg15210,1,Model2,Data1,1,Fold1
OBS6759,InstArg11896,2,Model2,Data1,1,Fold1
OBS6760,InstArg15192,1,Model2,Data1,1,Fold1
OBS6760,InstArg11839,2,Model2,Data1,1,Fold1
OBS6761,InstArg845,1,Model2,Data1,1,Fold1
OBS6761,InstArg11836,2,Model2,Data1,1,Fold1
OBS6762,InstArg15183,1,Model2,Data1,1,Fold1
OBS6762,InstArg11899,2,Model2,Data1,1,Fold1
OBS6763,InstArg15183,1,Model2,Data1,1,Fold1
OBS6763,InstArg11900,2,Model2,Data1,1,Fold1
OBS6764,InstArg15194,1,Model2,Data1,1,Fold1
OBS6764,InstArg11896,2,Model2,Data1,1,Fold1
OBS6765,InstArg15190,1,Model2,Data1,1,Fold1
OBS6765,InstArg11875,2,Model2,Data1,1,Fold1
OBS6766,InstArg8356,1,Model2,Data1,1,Fold1
OBS6766,InstArg11871,2,Model2,Data1,1,Fold1
OBS6767,InstArg754,1,Model2,Data1,1,Fold1
OBS6767,InstArg11874,2,Model2,Data1,1,Fold1
OBS6768,InstArg5710,1,Model2,Data1,1,Fold1
OBS6768,InstArg11877,2,Model2,Data1,1,Fold1
OBS6769,InstArg15183,1,Model2,Data1,1,Fold1
OBS6769,InstArg11880,2,Model2,Data1,1,Fold1
OBS6770,InstArg15183,1,Model2,Data1,1,Fold1
OBS6770,InstArg11943,2,Model2,Data1,1,Fold1
OBS6771,InstArg15190,1,Model2,Data1,1,Fold1
OBS6771,InstArg11880,2,Model2,Data1,1,Fold1
OBS6772,InstArg8378,1,Model2,Data1,1,Fold1
OBS6772,InstArg11954,2,Model2,Data1,1,Fold1
OBS6773,InstArg15191,1,Model2,Data1,1,Fold1
OBS6773,InstArg11909,2,Model2,Data1,1,Fold1
OBS6774,InstArg15182,1,Model2,Data1,1,Fold1
OBS6774,InstArg11879,2,Model2,Data1,1,Fold1
OBS6775,InstArg15187,1,Model2,Data1,1,Fold1
OBS6775,InstArg11909,2,Model2,Data1,1,Fold1
OBS6776,InstArg15194,1,Model2,Data1,1,Fold1
OBS6776,InstArg11913,2,Model2,Data1,1,Fold1
OBS6777,InstArg15183,1,Model2,Data1,1,Fold1
OBS6777,InstArg11912,2,Model2,Data1,1,Fold1
OBS6778,InstArg778,1,Model2,Data1,1,Fold1
OBS6778,InstArg11917,2,Model2,Data1,1,Fold1
OBS6779,InstArg15192,1,Model2,Data1,1,Fold1
OBS6779,InstArg11913,2,Model2,Data1,1,Fold1
OBS6780,InstArg15185,1,Model2,Data1,1,Fold1
OBS6780,InstArg11921,2,Model2,Data1,1,Fold1
OBS6781,InstArg15190,1,Model2,Data1,1,Fold1
OBS6781,InstArg11926,2,Model2,Data1,1,Fold1
OBS6782,InstArg5710,1,Model2,Data1,1,Fold1
OBS6782,InstArg11909,2,Model2,Data1,1,Fold1
OBS6783,InstArg15215,1,Model2,Data1,1,Fold1
OBS6783,InstArg11924,2,Model2,Data1,1,Fold1
OBS6784,InstArg15190,1,Model2,Data1,1,Fold1
OBS6784,InstArg11928,2,Model2,Data1,1,Fold1
OBS6785,InstArg15182,1,Model2,Data1,1,Fold1
OBS6785,InstArg11930,2,Model2,Data1,1,Fold1
OBS6786,InstArg5710,1,Model2,Data1,1,Fold1
OBS6786,InstArg12008,2,Model2,Data1,1,Fold1
OBS6787,InstArg15191,1,Model2,Data1,1,Fold1
OBS6787,InstArg12002,2,Model2,Data1,1,Fold1
OBS6788,InstArg8356,1,Model2,Data1,1,Fold1
OBS6788,InstArg12010,2,Model2,Data1,1,Fold1
OBS6789,InstArg15209,1,Model2,Data1,1,Fold1
OBS6789,InstArg12010,2,Model2,Data1,1,Fold1
OBS6790,InstArg15186,1,Model2,Data1,1,Fold1
OBS6790,InstArg12015,2,Model2,Data1,1,Fold1
OBS6791,InstArg15196,1,Model2,Data1,1,Fold1
OBS6791,InstArg12020,2,Model2,Data1,1,Fold1
OBS6792,InstArg773,1,Model2,Data1,1,Fold1
OBS6792,InstArg12014,2,Model2,Data1,1,Fold1
OBS6793,InstArg15192,1,Model2,Data1,1,Fold1
OBS6793,InstArg12015,2,Model2,Data1,1,Fold1
OBS6794,InstArg15196,1,Model2,Data1,1,Fold1
OBS6794,InstArg11971,2,Model2,Data1,1,Fold1
OBS6795,InstArg15187,1,Model2,Data1,1,Fold1
OBS6795,InstArg12015,2,Model2,Data1,1,Fold1
OBS6796,InstArg15194,1,Model2,Data1,1,Fold1
OBS6796,InstArg11973,2,Model2,Data1,1,Fold1
OBS6797,InstArg15209,1,Model2,Data1,1,Fold1
OBS6797,InstArg11973,2,Model2,Data1,1,Fold1
OBS6798,InstArg15215,1,Model2,Data1,1,Fold1
OBS6798,InstArg11971,2,Model2,Data1,1,Fold1
OBS6799,InstArg15195,1,Model2,Data1,1,Fold1
OBS6799,InstArg11975,2,Model2,Data1,1,Fold1
OBS6800,InstArg15182,1,Model2,Data1,1,Fold1
OBS6800,InstArg11975,2,Model2,Data1,1,Fold1
OBS6801,InstArg15220,1,Model2,Data1,1,Fold1
OBS6801,InstArg11986,2,Model2,Data1,1,Fold1
OBS6802,InstArg15181,1,Model2,Data1,1,Fold1
OBS6802,InstArg12063,2,Model2,Data1,1,Fold1
OBS6803,InstArg8405,1,Model2,Data1,1,Fold1
OBS6803,InstArg11986,2,Model2,Data1,1,Fold1
OBS6804,InstArg15203,1,Model2,Data1,1,Fold1
OBS6804,InstArg11987,2,Model2,Data1,1,Fold1
OBS6805,InstArg773,1,Model2,Data1,1,Fold1
OBS6805,InstArg12066,2,Model2,Data1,1,Fold1
OBS6806,InstArg15184,1,Model2,Data1,1,Fold1
OBS6806,InstArg11989,2,Model2,Data1,1,Fold1
OBS6807,InstArg723,1,Model2,Data1,1,Fold1
OBS6807,InstArg12066,2,Model2,Data1,1,Fold1
OBS6808,InstArg15183,1,Model2,Data1,1,Fold1
OBS6808,InstArg12078,2,Model2,Data1,1,Fold1
OBS6809,InstArg15227,1,Model2,Data1,1,Fold1
OBS6809,InstArg12076,2,Model2,Data1,1,Fold1
OBS6810,InstArg15192,1,Model2,Data1,1,Fold1
OBS6810,InstArg12074,2,Model2,Data1,1,Fold1
OBS6811,InstArg5710,1,Model2,Data1,1,Fold1
OBS6811,InstArg12032,2,Model2,Data1,1,Fold1
OBS6812,InstArg15187,1,Model2,Data1,1,Fold1
OBS6812,InstArg12032,2,Model2,Data1,1,Fold1
OBS6813,InstArg15190,1,Model2,Data1,1,Fold1
OBS6813,InstArg12033,2,Model2,Data1,1,Fold1
OBS6814,InstArg15183,1,Model2,Data1,1,Fold1
OBS6814,InstArg12033,2,Model2,Data1,1,Fold1
OBS6815,InstArg15196,1,Model2,Data1,1,Fold1
OBS6815,InstArg12032,2,Model2,Data1,1,Fold1
OBS6816,InstArg15183,1,Model2,Data1,1,Fold1
OBS6816,InstArg12035,2,Model2,Data1,1,Fold1
